TaxoName,sensitiveSample_1,sensitiveSample_2,sensitiveSample_3,sensitiveSample_4,sensitiveSample_5,sensitiveSample_6,sensitiveSample_7,sensitiveSample_8,sensitiveSample_9,sensitiveSample_10,sensitiveSample_11,sensitiveSample_12,sensitiveSample_13,tolerantSample_1,tolerantSample_2,tolerantSample_3,tolerantSample_4,tolerantSample_5,tolerantSample_6,tolerantSample_7,tolerantSample_8,tolerantSample_9,tolerantSample_10,tolerantSample_11,tolerantSample_12,tolerantSample_13,tolerantSample_14,tolerantSample_15,tolerantSample_16,tolerantSample_17,tolerantSample_18,tolerantSample_19,tolerantSample_20
TAG52:1-FA16:0,4.2836,3.5018,3.1996,0.5806,1.7103,4.287,2.404,3.8296,2.1319,0.7505,0.3713,3.8661,0.956,1.3663,4.1063,1.9294,0.9158,1.3342,1.1906,0.6747,4.1481,0.6751,0.73,0.663,0.4312,0.6282,0.3291,0.431,2.3652,3.0453,0.676,9.0985,0.3803
TAG52:1-FA16:1,2.0526,1.5396,3.4963,0.9574,0.5365,2.9801,2.7032,1.2682,2.5362,1.2652,0.3995,1.5199,1.7799,0.6199,1.1343,0.7421,0.9453,1.5618,0.3351,0.962,1.8186,0.7808,1.2541,0.9285,0.794,0.762,0.5648,0.6971,0.7285,1.5869,0.7257,2.6018,0.586
TAG52:1-FA18:0,4.0773,4.2231,2.5678,0.5955,1.8367,3.984,2.1213,4.3479,2.22,0.8335,0.3771,3.295,1.1709,1.5715,3.981,1.8588,1.0207,1.4082,0.9938,0.7152,5.052,0.7583,1.0062,0.6915,0.4246,0.7136,0.3888,0.372,2.0003,3.3093,0.6768,7.7924,0.5744
TAG52:1-FA18:1,4.0154,3.4163,3.3394,0.5534,1.8142,4.3032,2.422,3.1587,1.9368,0.6628,0.2894,4.7515,0.9558,1.1764,3.1399,1.5973,1.0269,1.3386,1.013,0.6307,3.9723,0.7309,1.0759,0.5338,0.4089,0.523,0.3016,0.4852,2.2963,2.4791,0.4936,10.5553,0.4219
TAG52:1-FA20:0,2.0106,0.8468,1.4795,2.4826,0.8583,1.5226,1.1824,1.0184,2.2196,1.7863,0.5518,2.4701,1.0012,0.5843,1.8496,1.0144,0.8114,1.5068,0.4866,1.3112,1.3682,0.5584,1.1318,1.0892,1.2498,0.5287,0.468,0.5713,1.1613,1.2425,0.5864,3.2552,0.7846
TAG52:1-FA20:1,1.6421,6.3717,2.3116,2.1747,1.2999,2.7572,1.6433,1.5714,1.7836,1.2243,0.6319,2.7513,1.1123,0.616,1.5,1.6234,1.0072,1.8797,0.7809,1.1468,9.4413,0.637,1.134,0.9435,0.7148,0.5777,0.4218,0.5333,2.1675,0.9249,0.7517,3.8359,0.7205
TAG52:2-FA16:1,0.7565,1.5313,2.2461,1.1209,0.6137,1.6666,7.3027,0.5192,6.261,1.4207,0.1738,3.5126,1.6701,0.4888,1.4783,0.4577,0.5816,1.3421,0.3869,1.2347,3.4408,0.9503,0.8334,1.0336,1.0893,0.4244,0.2962,0.5461,0.9536,3.0171,0.5677,9.0622,0.497
TAG52:2-FA20:0,1.674,0.756,1.2364,13.7357,0.8342,1.6398,1.12,1.2684,2.3686,2.1748,0.6206,9.2708,1.1356,0.3859,1.8866,0.9034,1.0769,1.0128,0.7182,1.022,1.5628,0.4786,1.3657,0.7656,4.3214,0.4581,0.4981,0.5567,1.5632,1.1899,0.5082,4.0276,0.8354
TAG52:2-FA20:1,1.7973,0.7151,1.5821,4.3311,0.8851,1.8913,1.9252,0.9522,1.6311,1.5914,0.8108,4.648,3.8604,0.6166,1.9193,0.8227,0.7056,1.4316,0.468,1.4007,1.1394,0.465,1.234,1.1717,2.2978,0.5194,0.3913,0.6507,1.4167,0.863,0.5529,3.3493,0.6145
TAG52:3-FA18:0,1.2561,2.3813,2.5996,1.1712,1.699,1.7701,3.581,3.4862,2.1876,1.14,0.4529,2.7893,1.2228,0.6739,4.689,0.6998,1.0408,1.3951,0.9639,0.7305,1.5554,0.5941,1.0881,0.6627,0.9833,0.4026,0.5677,0.5376,2.5655,1.387,0.7286,4.0443,0.7371
TAG52:3-FA18:3,1.4207,3.4258,1.2908,0.7837,3.3743,2.8414,3.1725,4.4106,3.0485,0.8416,0.4937,4.1077,0.8577,0.6647,7.0531,1.0351,0.6966,1.6123,2.1677,1.1994,2.597,0.8262,0.9239,0.5576,0.7254,0.4297,0.8941,0.3535,5.9618,0.9906,0.8129,3.8021,0.5445
TAG52:3-FA20:0,1.4902,0.6492,2.41,1.3593,1.2205,2.4904,2.0777,1.3454,4.0956,1.449,0.3592,7.3237,0.8326,0.6026,3.6809,0.8248,1.0405,1.1878,1.6159,1.2567,1.5315,0.5201,1.2153,0.5437,0.7728,0.3026,0.3585,0.3635,4.1251,0.9816,0.5594,7.2273,1.0462
TAG52:3-FA20:1,1.5356,0.707,1.9089,4.9123,0.8427,1.9377,1.6865,1.1624,2.653,1.8233,0.7764,4.596,3.5472,0.5824,2.7384,0.9168,0.8562,1.1244,0.6665,0.9895,1.2027,0.3939,1.3131,0.8781,1.7486,0.4328,0.5284,0.586,1.7243,0.8869,0.5623,4.621,0.9503
TAG52:3-FA20:2,1.8204,0.8868,2.5231,4.4323,1.0951,1.61,2.0096,1.3478,2.416,1.3015,0.5622,5.2524,1.0074,0.745,2.6623,0.9655,0.6708,1.738,1.4261,1.1315,1.114,0.559,1.3858,0.796,2.4368,0.3698,0.7242,0.673,2.885,1.2452,0.6873,5.551,0.542
TAG52:3-FA20:3,1.6273,1.1911,1.7433,3.4069,0.9492,1.4383,1.7849,1.4992,1.5543,1.4528,1.0074,2.4561,1.0886,0.719,1.389,0.8307,0.675,1.8067,0.8766,0.6867,2.0594,0.8507,1.3921,1.3133,1.0397,0.9218,0.7824,0.6159,1.3823,0.8153,0.7568,1.6488,0.7141
TAG52:3-FA22:1,2.2789,1.0649,2.5168,3.0871,1.1284,1.8516,1.3709,1.4392,3.2537,2.6109,0.7159,3.8212,1.4832,0.6416,3.3563,1.0595,0.9575,1.5775,1.1384,0.7836,1.5842,0.4992,1.1439,0.7214,0.8355,0.5347,0.5514,0.5287,2.5806,0.9126,0.6689,5.0039,1.2543
TAG52:4-FA14:0,1.337,0.9277,1.8296,4.8422,1.2,1.3753,1.4192,1.3929,1.8844,1.3912,0.7293,3.7036,1.7775,0.823,2.7595,0.4318,0.7151,1.1819,0.9145,0.8373,1.0515,0.5337,1.2274,0.6625,1.8384,0.6263,0.6038,0.9173,1.9397,1.0296,0.7436,2.1441,0.7233
TAG52:4-FA20:2,2.0617,0.5772,2.6503,26.142,0.8704,1.8825,1.8579,0.9997,1.9286,1.3874,1.6126,17.1733,2.6114,0.4716,2.6573,1.0284,0.6141,1.0384,0.9833,0.7037,1.1673,0.5247,2.9708,1.468,12.5671,0.3539,0.5382,0.5185,2.7821,3.1423,0.5621,2.1078,0.9052
TAG52:4-FA20:3,2.6221,0.7881,2.2091,2.4917,1.3828,1.9868,1.9607,1.3298,2.7545,1.0794,0.8628,3.0182,0.951,0.5089,3.7735,0.8644,0.4455,1.0022,1.751,0.9332,1.2478,0.5935,1.4848,0.9864,0.9978,0.3283,0.6984,0.517,4.4599,0.6403,0.5464,3.3223,0.653
TAG52:4-FA20:4,2.3186,1.5099,2.5929,2.2899,0.6303,1.5915,1.9502,1.0278,1.28,1.4735,1.3167,2.3348,1.3668,0.8492,1.4341,0.8893,1.066,2.071,0.8497,0.5914,1.6866,0.7994,1.3022,1.4513,2.2707,0.4281,0.6303,0.72,1.2924,1.0886,0.7255,0.96,0.9136
TAG52:4-FA22:1,2.8085,1.0727,1.5463,2.6245,1.352,1.6708,1.8682,1.5168,2.7117,1.8535,0.6687,3.8857,0.7006,0.7117,3.6761,0.8584,0.6437,1.3797,1.5168,0.8878,1.258,0.4938,1.1599,0.9785,1.0537,0.3026,0.7751,0.7989,3.9245,0.6096,0.7115,2.8674,0.9893
TAG52:5-FA14:0,1.1924,0.8525,1.6982,32.4493,0.847,1.6804,1.0977,1.1426,1.3098,1.5999,0.7462,10.8617,1.8777,0.8341,1.6982,0.8297,0.992,1.016,0.6079,0.724,1.2876,0.7818,1.0018,1.2821,7.6699,1.0104,0.6792,0.89,1.0338,2.1149,0.6195,1.1112,0.7787
TAG52:5-FA18:1,1.9242,1.0714,1.6227,10.229,0.9544,2.9279,2.8676,1.1547,2.0825,1.1856,0.5006,4.4155,2.0723,0.7295,3.0668,0.571,1.331,1.3169,1.0456,0.6532,0.9522,0.4775,1.3544,0.8878,2.5471,0.4735,0.4795,0.9033,1.9769,1.3728,0.5735,4.7201,0.8404
TAG52:5-FA18:2,1.4406,0.8724,1.3203,5.5743,2.9613,2.2933,3.4435,2.2584,3.582,0.893,0.3289,3.4551,0.7333,0.4938,7.8759,0.7762,0.7646,1.4267,3.123,1.2027,1.2247,0.7323,0.7775,0.5958,1.8911,0.2645,0.8138,0.2641,6.3726,1.1062,0.7615,3.1086,0.6526
TAG52:5-FA20:3,2.8203,0.3567,6.5324,80.9583,0.3857,3.7938,1.2377,1.4098,1.1176,1.4157,5.978,24.6985,2.962,0.5579,1.588,0.8312,0.9908,1.465,0.2766,0.4134,0.7683,1.1043,4.1375,4.7086,15.391,0.4368,1.0092,0.5327,1.6638,2.6767,0.5517,0.7743,0.9301
TAG52:5-FA20:4,2.5494,0.7472,2.4561,28.9436,0.6389,1.8154,1.6456,1.294,1.3236,1.6859,1.683,8.7774,1.4618,0.9496,1.7639,0.6764,0.6136,1.4765,0.5333,0.4748,1.2073,0.7861,1.5721,1.8235,6.0826,0.4086,0.6749,0.5393,1.7011,1.4699,0.5978,0.9845,0.7947
TAG52:5-FA20:5,2.7907,1.5149,3.6785,1.8817,0.433,3.4435,1.1741,1.3957,1.2217,1.535,5.0122,1.468,2.3011,0.599,1.9496,1.0349,1.0007,1.8735,0.1992,0.4922,2.2999,1.0328,3.179,4.5099,0.8725,0.5124,0.8406,0.5559,1.6211,0.8004,0.7518,0.9707,1.0283
TAG52:5-FA22:5,1.965,0.699,1.5241,6.55,2.0302,1.8011,1.5499,1.3028,2.2109,1.6135,0.8245,3.7496,1.0598,0.5484,4.2185,0.7669,0.6581,1.2115,1.8625,0.8428,1.2681,0.6148,0.8519,1.068,2.1346,0.426,0.697,0.4862,3.6042,0.7925,0.6086,1.6062,0.6398
TAG52:6-FA14:0,1.8295,1.3543,1.6769,5.718,0.6224,1.3954,1.0828,1.7309,1.3513,1.4262,0.6487,2.9346,1.1586,0.8489,2.8191,0.6219,1.0327,1.3404,0.8167,0.9247,1.3449,0.7096,1.3023,1.2121,1.4024,1.1903,0.6239,0.9609,1.0213,1.0862,0.7359,1.2423,0.8855
TAG52:6-FA16:0,1.2811,2.2704,1.5908,0.7538,1.6199,2.8882,3.4166,2.6893,1.2067,0.788,1.9897,1.5147,1.3478,1.1479,4.3169,2.0744,1.0326,1.2159,1.0823,0.527,3.1756,0.4957,1.2768,0.9494,0.5328,0.7788,1.3619,0.8905,2.3165,0.7049,0.5177,1.4658,0.7401
TAG52:6-FA16:1,1.4524,0.8747,1.0457,1.6949,1.535,1.4897,2.7645,1.46,2.3106,1.125,0.4562,2.6313,1.1818,0.5547,4.8627,0.6363,0.5898,1.9078,1.3876,0.8978,1.1608,0.7757,0.9989,0.7694,2.207,0.6257,0.9351,0.4331,2.0397,1.8168,0.8713,1.3489,0.6414
TAG52:6-FA18:2,2.449,0.8736,1.0708,0.5095,1.1296,2.221,2.1207,2.2766,2.6981,1.5426,0.7229,1.6158,2.3781,0.5401,4.8905,0.6338,0.9568,1.2721,0.9448,0.6199,0.9775,0.4899,1.755,0.914,1.1642,0.3321,0.4378,0.2545,1.932,1.0087,0.618,1.3915,1.0858
TAG52:6-FA18:3,1.4494,0.5355,1.2394,1.1688,1.9686,1.6099,4.2853,1.6654,1.7944,1.0815,1.662,1.341,0.823,1.429,4.8202,2.042,0.7277,1.3198,1.3038,0.6566,0.8696,0.4337,0.6098,0.5335,1.0037,0.7121,1.5865,1.0138,2.6149,0.8161,0.6325,1.4162,0.6493
TAG52:6-FA20:4,2.6088,0.7066,2.0571,4.7831,0.5828,1.7335,1.2646,1.1251,1.1044,1.4235,1.8132,3.6354,1.6113,0.7016,1.8072,1.0893,1.1784,1.0013,0.5567,0.5213,1.3404,0.6489,1.9737,1.9737,2.0031,0.5135,0.615,1.0069,1.1078,0.8147,0.6489,1.048,1.0323
TAG52:6-FA20:5,6.4181,1.4258,3.4791,2.1623,0.6282,2.3432,1.4094,2.9103,1.0422,1.8165,1.0046,2.3278,1.7429,0.7026,4.4656,0.6679,1.0014,1.6612,0.4314,0.4622,1.5605,0.587,2.4142,0.9652,1.4232,0.6188,0.5405,1.9055,1.2058,0.9563,0.9085,1.8014,0.9534
TAG52:6-FA22:6,2.4994,0.9896,1.615,2.7981,0.4693,1.8856,1.2429,1.347,1.2891,1.8377,1.8263,3.2404,2.1581,0.6271,1.9488,0.8061,1.5017,2.6578,0.4008,0.636,1.7545,0.7226,1.6164,2.5442,1.5179,0.7727,0.5937,0.5603,1.3935,0.7713,0.5904,1.4489,1.247
TAG52:7-FA22:6,2.3012,1.0475,1.5751,2.9505,0.7315,1.2242,1.0446,1.6117,1.9511,2.3813,1.0947,3.1892,1.1498,0.9994,2.1578,0.8958,1.5525,1.2209,0.6082,0.8145,1.9762,0.4508,2.2856,1.0129,1.5098,0.7015,0.6221,0.3965,1.059,0.9197,0.5186,2.4352,1.3314
TAG52:8-FA16:1,1.8634,1.1716,1.6298,2.5358,0.5571,1.9261,1.5442,1.3548,1.497,1.1145,0.5234,3.3509,0.8653,0.4156,1.0228,0.4753,0.5909,1.3343,2.3845,1.4341,1.8595,0.5508,1.3554,1.0057,1.4721,0.5574,0.4409,0.3158,0.7612,0.908,0.5886,1.255,0.917
TAG52:8-FA18:2,2.0653,0.9963,2.5545,5.6141,1.0451,1.4282,0.9424,1.5269,1.5444,1.437,0.757,5.3931,1.5544,1.0936,2.5393,0.8191,1.0954,1.4582,0.7836,0.5869,1.8126,0.3946,1.4849,0.8813,3.2222,0.5161,0.6549,0.9008,1.5278,1.2314,0.6903,2.3223,1.0345
TAG53:0-FA16:0,4.7351,5.1961,1.0048,0.9246,1.0382,10.0621,0.6428,31.38,1.3335,1.3541,2.3418,1.4205,3.654,0.8777,51.5188,0.4545,1.6404,3.4289,0.7208,0.5343,4.5505,0.9796,2.8597,0.8382,0.4178,1.6038,0.1455,0.505,0.6941,2.0852,1.4227,3.5792,0.8108
TAG53:1-FA16:0,2.2687,1.2521,3.1163,13.7178,1.163,4.9619,2.0369,3.9412,2.8443,0.8584,0.3686,5.3028,1.0278,0.4311,4.5356,0.6323,0.8278,1.0387,1.1761,1.1579,2.3446,0.6266,1.4069,0.5918,2.4311,0.4625,0.3375,0.4524,2.4457,2.025,0.4003,8.4413,0.5893
TAG53:1-FA17:0,2.8811,3.083,2.8743,3.414,1.2063,7.9074,1.1373,2.2294,1.3642,0.7798,0.4046,3.1876,1.2412,0.5916,2.5221,0.5891,0.7977,1.7236,0.7371,1.0087,2.5237,0.7343,0.7051,0.8062,1.32,0.7976,0.3612,0.5255,1.5891,2.2591,0.4991,4.4948,0.7168
TAG53:1-FA18:0,2.6845,1.6076,6.5152,26.7573,0.536,3.5064,1.0079,1.7765,0.9468,0.7213,1.4416,8.2675,1.457,0.654,2.0238,0.8339,0.9376,0.9921,0.695,0.3773,1.5993,0.5779,1.6358,1.2063,4.7824,0.4681,0.5106,0.9111,1.0107,2.0274,0.6933,2.1494,0.5045
TAG53:2-FA17:0,1.0528,1.2762,5.1183,1.1794,1.297,3.9124,2.4506,1.5015,2.1826,0.6973,0.2419,6.3262,0.6516,0.3388,2.3634,0.4915,0.5118,1.2077,1.1499,1.2807,0.9251,0.7211,0.7877,0.5187,0.8181,0.3651,0.3917,1.3077,3.048,1.1952,0.3956,12.4683,0.6262
TAG53:2-FA18:2,1.9289,0.8457,2.9953,1.4113,1.1805,3.4457,2.233,1.4137,2.6089,0.981,0.4988,2.3095,0.9098,0.5432,3.5948,0.7917,1.2133,1.1994,1.8416,1.0249,1.8176,0.5267,1.7613,0.6063,0.7691,0.3687,0.5081,0.4161,2.9599,0.574,0.4796,5.1458,0.593
TAG53:3-FA18:1,1.0964,0.9812,1.197,1.1482,0.9337,1.1301,1.1752,0.8794,0.9965,1.0462,0.9314,1.2277,1.1044,0.9093,0.8342,0.7998,1.0318,1.0826,1.0672,0.9714,0.9598,0.9397,1.0064,0.9713,1.1074,0.9652,0.911,1.0006,0.9967,1.0972,0.9232,1.4986,1.0597
TAG53:3-FA18:2,2.7781,0.7888,2.6107,0.598,1.9824,3.7594,2.8352,1.2849,4.1953,1.2545,0.3687,3.3593,1.0322,0.4119,6.367,0.7668,0.715,1.0362,3.2282,1.1417,1.1877,0.5941,1.0076,0.9924,0.6158,0.2484,0.7105,0.7314,3.9736,0.696,0.5761,5.518,0.6088
TAG53:4-FA18:3,1.864,0.8194,1.7821,7.1148,1.0554,2.4568,1.684,1.6932,2.9006,1.3879,0.915,5.5033,1.2962,0.5252,5.4936,0.7236,0.8254,0.8715,2.1172,0.7983,1.1817,0.5853,1.1923,0.9315,3.5193,0.3291,0.7729,0.6577,2.314,1.5661,0.7646,2.1085,1.0551
TAG53:4-FA20:4,2.2292,0.9278,2.9078,11.0678,0.6482,1.7793,1.0558,1.566,1.6612,1.6223,1.009,5.4963,1.5536,0.8002,1.9327,0.6921,1.0,1.8371,0.6567,0.4659,1.3004,0.575,1.4923,1.014,4.3777,0.7748,0.8072,0.7598,1.1465,1.8102,0.5232,1.5346,1.2357
TAG53:5-FA18:3,1.4482,0.8713,1.1303,1.342,1.161,1.4033,1.2839,1.1747,1.5705,1.1554,0.8387,1.2639,1.1993,0.7189,2.2372,0.8791,0.9171,1.04,1.299,0.8989,0.9198,0.8541,1.0072,0.8973,1.2302,0.8112,0.8582,1.0638,1.4944,1.049,0.9913,1.1281,0.9886
TAG53:5-FA20:4,2.2394,1.1234,2.6762,5.5375,0.6476,1.5612,1.003,1.3949,1.3332,1.6071,0.7137,4.0548,1.5908,0.9576,1.9506,0.692,0.8075,1.8174,0.6649,0.7473,1.6599,0.5523,2.2828,0.696,1.6165,0.5809,0.6693,0.6905,0.8633,1.272,0.6698,0.4334,1.3751
TAG53:6-FA20:4,2.1145,1.5428,2.7269,4.7969,0.7338,1.7662,0.8548,1.1379,1.4983,2.431,0.7452,3.6941,1.2786,0.7193,1.9314,0.9845,1.2021,1.3659,0.8817,0.811,2.6617,0.5866,3.4355,1.0266,2.7028,0.7259,0.5676,0.4814,0.99,1.1866,0.5838,1.1134,2.1931
TAG53:7-FA18:3,1.4091,0.9865,1.0555,1.1366,0.9882,1.0652,0.9621,1.1831,0.9727,1.4454,1.0124,0.9556,1.1274,0.8689,1.18,0.9001,1.0564,1.2406,0.9222,0.9531,1.0035,0.8738,1.0807,1.0148,0.9811,0.9891,0.8924,0.9543,0.8987,1.0984,0.9717,1.0255,1.1069
TAG54:1-FA18:0,8.5666,2.9108,3.4487,0.3097,1.2751,7.1455,1.735,5.1883,1.7738,1.0687,0.5441,1.162,3.6433,1.5591,6.3035,1.4358,1.5464,2.1646,0.9702,0.7535,1.4975,1.0298,1.1785,0.9025,0.5393,1.1676,0.3964,0.4954,0.9339,4.1074,0.7858,7.0758,0.4854
TAG54:1-FA18:1,6.9453,2.4666,4.4853,0.3491,1.1109,6.6392,1.6739,4.2002,1.648,0.9246,0.4061,2.5688,3.2374,0.9235,5.0695,1.2263,1.4077,2.1231,0.8501,0.6531,1.3602,0.9592,1.1327,0.7388,0.5309,0.9537,0.3904,0.765,1.3049,2.5394,0.6281,9.1644,0.4556
TAG54:1-FA20:1,1.5334,1.8073,1.5775,1.8181,1.3166,4.1282,1.4005,1.5952,1.8781,1.7159,0.9728,3.9839,1.5622,1.4819,1.9153,0.8091,1.0004,1.5252,0.6934,0.9516,1.8834,0.8508,1.8934,0.5687,0.9396,0.5748,0.3278,0.5926,1.7861,0.9996,0.4509,7.723,0.6246
TAG54:2-FA18:0,1.8883,2.1099,13.2318,0.3264,1.8973,4.3615,4.2367,3.788,2.3873,0.7544,0.2806,6.824,1.6736,0.4614,4.5108,1.2771,0.7963,1.5082,1.0256,0.7251,0.9156,0.8278,1.0214,0.5172,0.6101,0.5325,0.3693,1.443,2.7811,2.3563,0.5151,27.024,0.3315
TAG54:2-FA18:2,1.2922,2.56,6.4802,0.7328,2.1383,4.2169,3.268,4.5255,3.1209,0.7946,0.3586,7.3732,3.713,0.5897,5.5504,1.215,0.5933,2.2848,1.5155,1.0605,1.3102,1.591,0.984,0.7282,0.5446,0.8944,0.6193,0.2962,4.6021,1.295,0.797,14.9142,0.3799
TAG54:2-FA20:0,1.3702,1.1153,1.2861,2.7264,2.1119,1.7448,2.1291,1.8574,5.2859,1.0532,0.387,10.5775,0.6842,0.373,4.7481,1.6549,0.7298,1.2128,1.5387,1.2147,1.5598,0.4923,0.632,0.6026,0.9979,0.2566,0.6369,0.2382,5.6927,0.7562,0.6751,17.985,0.7737
TAG54:3-FA16:1,1.2091,0.8043,2.7767,2.0454,1.0327,1.4508,2.7007,0.8659,2.6153,0.9982,0.3706,4.1422,3.5318,0.3408,2.2888,0.8306,0.6711,1.2282,0.8415,1.4199,1.4361,0.5661,0.9862,0.9126,1.0704,0.562,0.4682,0.64,1.4295,1.4027,0.3536,7.9376,0.62
TAG54:3-FA18:3,1.0898,1.2392,1.1484,0.8173,0.9849,1.9785,1.0464,2.0707,1.5755,1.1379,0.6907,1.2149,2.1671,0.3789,2.1058,0.9391,0.8569,1.2876,0.5177,0.7539,0.9643,1.1648,1.1174,1.0458,0.4364,1.1985,0.8912,0.6342,1.4041,0.614,0.788,1.9056,0.6721
TAG54:3-FA20:1,0.7971,0.5153,1.6252,2.6611,2.5232,4.43,2.5793,1.204,4.3767,0.7556,0.2532,9.7879,1.782,0.2947,6.1897,1.1786,0.6301,1.1472,2.4366,1.1845,1.2112,0.564,0.8402,0.4379,0.9817,0.1851,0.382,0.2975,6.629,0.5712,0.5093,27.4033,0.6439
TAG54:3-FA20:3,2.2902,1.3307,2.5097,10.8031,0.7667,2.396,1.6598,1.6551,1.7083,1.7472,1.6514,3.1991,1.653,0.9816,1.9584,0.6388,1.0463,1.8768,1.4107,0.9753,2.1906,0.7836,4.5061,0.7888,2.6919,0.6983,0.6367,0.694,1.3375,1.2438,0.6077,1.5003,1.5866
TAG54:4-FA16:0,1.3491,0.6218,2.4164,1.2985,1.5656,2.6865,3.5143,1.2734,3.0766,0.9259,0.2605,3.3047,2.5926,0.6178,5.1232,0.5397,0.5857,1.2644,2.1401,0.8298,1.1332,0.7126,1.3319,0.7333,1.0497,0.3712,0.5779,0.3847,3.6122,0.6391,0.6617,5.019,0.7221
TAG54:4-FA20:1,1.2992,0.7411,2.851,4.4556,1.3538,2.3883,2.6001,1.1107,2.6549,1.4906,0.5556,6.362,5.4889,0.5522,3.9705,0.7845,0.812,1.356,1.3639,0.8942,0.9903,0.4047,1.3989,0.4699,2.3036,0.3761,0.3793,0.4161,2.5025,1.5449,0.4332,6.6093,0.8372
TAG54:4-FA20:2,1.0966,0.8247,5.5134,2.5504,1.9208,2.7918,2.8717,1.3119,3.2839,1.1527,0.3856,4.4732,1.1728,0.5003,5.1299,0.7664,0.6278,1.0417,2.1489,1.1907,1.4312,0.5934,1.7854,0.6004,1.3508,0.244,0.5489,0.3997,3.738,1.0158,0.5457,10.6417,0.6912
TAG54:4-FA20:3,1.6919,1.1022,3.4982,2.9669,0.7589,1.9176,3.9096,0.8021,1.7471,1.319,0.6187,2.634,1.0446,0.5813,1.9115,0.3953,0.5518,1.0411,1.3051,1.1013,2.098,0.8772,2.5643,0.7074,1.3077,0.324,0.5122,0.3875,2.5903,1.0205,0.3847,2.9155,1.2057
TAG54:4-FA20:4,2.2918,1.3882,3.2271,2.6244,0.6668,1.5272,2.3294,1.6496,1.5411,2.2594,0.9281,3.0731,0.9677,1.3292,1.7858,0.7591,0.6719,2.5765,0.8913,0.6157,1.5502,0.7666,1.9442,0.8862,2.1085,0.6177,0.5318,0.4835,1.3847,1.4472,0.6197,1.3839,1.4096
TAG54:4-FA22:4,2.3992,1.5078,1.9358,2.8143,0.5801,1.8716,1.3758,1.2899,2.4451,2.0777,1.1674,3.1236,1.5297,0.4889,2.148,0.853,1.2703,2.829,0.3628,0.5648,1.9029,0.5646,1.5885,1.1401,1.4555,0.6754,0.4662,0.6454,0.9801,0.7661,0.6143,1.1034,1.6372
TAG54:5-FA16:0,1.8533,0.9615,3.2454,2.7561,0.9438,1.6166,3.2034,1.6818,1.9515,1.5009,0.5251,2.8743,1.7691,0.7606,2.9033,0.6273,0.7741,1.2817,1.5114,0.7941,1.2559,0.6601,0.9793,0.8958,1.8253,0.9513,0.6253,0.8725,2.5486,0.7736,0.5894,1.975,0.823
TAG54:5-FA16:1,1.3146,1.0727,5.8865,1.5871,1.9266,2.2169,3.402,1.795,4.518,0.6275,0.2417,7.9217,1.3099,0.4062,4.522,0.7077,0.5358,1.5684,2.2124,1.5635,1.3551,0.5628,0.8777,0.4386,1.0171,0.2663,0.4335,0.3697,7.2528,1.1631,0.5388,8.2873,0.571
TAG54:5-FA20:2,1.2809,1.7434,3.4087,9.1868,1.9307,2.5995,3.2338,1.3705,4.0265,0.9229,0.8819,12.5165,0.9318,0.5599,3.6152,0.6737,0.5447,1.7646,2.1296,1.2579,1.6138,0.5871,2.8042,0.5685,5.098,0.2003,0.3539,0.2605,5.0543,1.2822,0.5195,6.6452,1.2137
TAG54:5-FA20:3,1.4107,0.6374,16.2376,3.2742,1.3246,2.1047,3.1579,1.4904,3.2595,1.0209,0.3636,5.504,0.6999,0.5623,2.8383,0.5338,0.5145,0.9791,1.8141,1.3496,1.4847,0.6089,2.3982,0.48,2.0576,0.2963,0.3604,0.3267,4.978,1.1522,0.5355,5.0364,0.928
TAG54:5-FA20:4,1.67,1.1465,3.4592,2.2661,0.7246,1.7117,4.3392,1.9019,1.3141,1.5392,0.596,2.7572,0.8207,0.9225,2.9582,0.5643,0.5779,1.7345,0.979,0.7663,1.8599,0.9641,1.4656,0.7815,1.7042,0.4629,0.4559,0.5441,2.371,0.8384,0.5761,1.378,1.1816
TAG54:5-FA20:5,2.4903,1.4029,2.547,2.1348,0.6142,2.788,0.7243,7.5044,1.1672,1.6852,0.9667,2.2311,2.4868,0.6974,9.5968,0.8133,1.2776,1.5957,0.4765,0.6213,1.8099,0.5938,2.0389,1.1054,1.335,1.3099,0.5641,0.586,0.8729,0.9053,0.8008,1.5264,1.3091
TAG54:5-FA22:4,2.9582,0.8877,2.1323,3.6552,0.9365,1.7638,1.3176,1.1802,2.2353,2.8926,0.7964,3.1269,1.2731,0.7464,2.2271,0.9235,1.0379,1.2985,0.465,0.593,1.9217,0.4546,1.8405,0.955,1.4015,0.669,0.6889,0.9576,1.1363,1.0314,0.7834,1.7654,1.4947
TAG54:5-FA22:5,2.2496,1.3064,1.7629,2.027,0.7043,1.7905,1.0269,1.1752,2.0627,1.7368,0.8049,2.2479,1.0263,0.5929,1.4964,0.8768,1.3516,1.7107,0.6568,0.8932,1.9823,0.6628,1.0039,0.9742,1.2944,0.9991,0.6393,0.7812,1.0348,0.8458,0.9003,1.6667,0.8763
TAG54:6-FA16:0,2.3126,1.9517,1.2672,2.2166,0.633,3.7004,1.138,9.6664,1.3586,1.602,1.0151,2.3601,2.4529,0.7214,16.7746,0.6319,1.1751,2.3082,0.7748,0.8611,2.4564,0.7522,1.56,0.7593,1.1672,1.1832,0.3456,0.4056,1.2469,1.2375,0.6508,1.6419,0.8985
