# Gene Family	3003A	3004A	3005A	3007A	3008A	3009A	3012A	3013A	3014A	3016A	3020A	3021A	3022A	3023A	3025A	3026A	3027A	3028A	3029A	3030A	3031A	3032A	3033A	3036A	3037A	3039A	3042A	3043A	3044A	3046A	3048A	3049A
1.1.1.50	41.867	0	10.788	0	20.104	0	103.665	18.356	24.2	190.341	53.009	4.618	72.114	5.339	26.861	23.374	13.467	0	0	12.054	25.809	22.986	5.413	17.501	93.933	23.635	0	0	19.642	6.26	0	0
1.1.1.51	20.514	0	0	164.033	0	0	106.987	18.569	0	0	9.837	60.006	201.774	10.381	0	73.544	0	33.118	0	7.792	9.925	13.267	0	0	35.512	0	14.774	28.934	0	8.176	0	312.969
1.1.1.52	0	0	10.614	9.457	7.573	0	0	0	0	0	0	0	0	0	0	10.237	0	6.339	0	0	0	0	0	0	0	115.503	0	0	33.596	0	9.239	0
1.1.1.53	83.107	0	14.34	0	12.828	0	108.793	25.559	60.505	258.745	38.355	0	0	0	0	0	38.237	4.81	0	22.364	0	19.196	0	11.215	9.577	6.415	0	0	0	0	0	0
1.1.1.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158.762	0	0	0	2273.459	0	0	0	0	0	0	0	0	0	0	0
1.1.1.57	313.753	0	130.637	398.378	208.521	0	371.617	563.857	42.432	190.665	242.544	774.214	631.847	638.587	26.189	384.867	527.432	54.5	14.519	162.454	7494.41	85.055	365.842	30.268	675.071	215.292	93.107	454.217	0	60.444	34.529	1527.754
1.1.1.58	1599.681	510.179	577.426	1218.573	908.418	38.953	1310.915	863.13	401.422	648.148	1178.63	1898.314	764.863	1765.995	214.924	1186.278	1403.67	629.327	29.99	748.057	4378.397	652.892	1150.54	344.712	1678.016	705.893	838.356	1100.641	303.455	992.531	523.406	1452.528
1.1.1.6	368.707	1291.537	838.472	461.677	593.609	311.601	276.245	579.89	2105.291	334.342	502.262	1505.009	1888.088	678.524	339.19	1657.49	1964.378	1444.737	112.996	1429.144	8518.185	1416.243	362.059	574.945	767.666	635.062	2873.661	481.757	299.897	1208.765	132.202	3765.887
1.1.1.60	244.716	638.24	405.145	215.893	274.951	230.715	53.814	419.116	786.824	195.615	339.311	1231.766	1564.866	351.407	221.043	733.781	1580.751	534.314	50.592	874.355	13796.828	653.872	165.25	601.403	141.614	167.166	757.842	213.479	96.39	984.096	87.548	4085.562
1.1.1.61	5.048	0	0	145.135	0	0	0	4.664	0	0	0	307.234	20.416	21.528	0	0	0	67.847	0	0	0	0	0	0	0	7.204	0	0	0	0	0	9.09
1.1.1.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.644	0	0	0	0	14.661	0	0	0	6.582	0	0	0	0	0	0
1.1.1.64	0	0	0	10.69	173.898	0	43.774	42.041	48.048	0	0	83.204	373.323	137.383	30.061	36.292	40.578	118.103	7.564	127.835	51.105	79.911	39.195	0	22.664	0	0	414.378	0	205.983	482.171	192.31
1.1.1.65	19.384	0	0	4.2	0	0	0	11.252	0	0	0	12.9	0	0	0	75.846	0	0	0	6.981	0	0	0	0	0	0	0	0	0	0	0	103.948
1.1.1.67	148.785	0	15.693	298.494	76.613	0	224.705	195.43	33.7	80.17	166.818	351.327	695.86	486.353	0	458.171	831.598	0	0	179.008	9467.461	12.679	137.222	47.799	512.279	106.462	91.162	345.97	0	0	11.385	976.118
1.1.1.69	817.095	41.23	674.632	529.17	424.497	104.849	588.904	712.249	583.36	586.11	306.106	2352.909	505.865	600.755	377.822	1025.682	415.362	641.221	81.548	522.403	5138.868	707.925	888.92	380.86	1059.138	771.542	1155.925	650.628	55.685	940.314	838.455	1491.314
1.1.1.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.078	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.77	3236.659	3433.405	1244.457	1508.991	1452.6	231.552	1707.419	981.202	2208.054	1182.551	920.406	2366.607	4100.83	2667.949	767.385	2245.602	2193.039	2017.693	208.988	2209.798	10889.965	1753.094	1675.564	1175.227	1845.922	1420.742	2791.81	3244.794	597.839	2982.255	1640.73	3348.278
1.1.1.79	363.986	1970.311	109.515	320.841	176.012	93.717	112.563	414.188	559.388	59.174	110.594	824.165	1437.929	382.243	73.523	1205.161	1086.607	607.606	56.149	380.514	10168.336	383.912	127.547	21.875	334.127	304.509	437.424	912.804	483.279	471.734	432.575	3206.643
1.1.1.8	50.408	0	9.511	57.831	0	0	0	148.871	0	9.073	28.265	272.723	338.664	29.524	0	120.986	255.811	25.641	0	30.709	5592.394	0	0	1.924	0	0	25	32.778	0	0	51.282	903.027
1.1.1.80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.81	383.014	1742.538	14.565	20.353	70.584	0	41.285	41.687	27.814	42.872	66.716	307.57	394.341	283.19	6.992	150.415	172.236	224.464	53.802	27.769	1541.593	84.284	97.61	0	159.536	74.629	131.601	804.55	446.272	34.157	369.247	418.576
1.1.1.83	0	15.124	13.472	15.091	0	13.827	0	5.05	0	5.166	22.597	149.928	242.274	31.466	0	0	260.101	0	44.257	27.35	4335.033	0	0	0	0	0	67.688	0	0	0	10.576	0
1.1.1.85	5277.095	4627.25	3584.266	3034.668	3674.005	1269.671	3299.999	5146.757	5295.61	2797.23	3153.364	4534.799	6051.438	4696.045	1358.862	4862.605	5371.069	3668.629	643.44	3783.485	5521.446	3439.386	5195.819	3823.159	3579.206	3396.911	3490.969	4962.762	2494.66	3748.499	3616.039	5199.136
1.1.1.86	6693.824	6400.602	3809.411	3900.321	4332.144	1478.776	3725.85	5443.726	7535.457	2956.191	4688.294	5120.405	9025.654	10756.711	1444.121	6259.877	7145.391	5608.476	936.439	6211.926	11027.86	6387.348	6475.728	4436.063	3843.559	3595.138	9675.393	13568.083	3133.559	5030.061	5705.908	6810.92
1.1.1.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.88	5.159	44.825	15.073	61.236	189.493	16.026	14.594	22.924	71.476	0	12.274	101.629	21.396	10.556	0	125.013	56.669	62.641	56.113	13.738	37.171	67.256	28.221	10.994	0	16.014	118.961	0	160.219	36.645	56.794	22.074
1.1.1.9	0	0	0	0	0	0	0	14.41	22.021	27.128	0	0	14.935	0	0	0	0	22.989	0	45.877	0	0	39.387	0	0	0	98.429	9.917	0	36.379	0	350.909
1.1.1.90	0	10.083	4.654	0	0	0	0	0	0	6.536	0	0	6.527	0	0	7.454	0	0	0	0	0	8.335	0	11.894	0	0	0	0	9.324	0	0	0
1.1.1.91	0	0	5.56	0	0	0	0	14.251	0	0	25.756	276.628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.93	0	0	6.804	0	0	13.827	0	0	0	0	0	0	0	0	16.826	42.337	20.39	0	44.257	15.786	0	11.885	6.838	37.67	0	32.324	9.523	0	4.932	0	141.743	0
1.1.1.94	6110.278	5431.715	4024.681	3885.353	4709.785	6387.422	3544.045	3410.178	5726.735	3771.722	3611.756	4843.792	6200.689	4775.198	6822.994	5535.321	5798.055	4437.311	1934.84	4605.674	9085.446	4107.667	5211.55	2751.801	4493.414	5065.458	4960.502	5687.589	2692.469	4795.759	4437.476	5445.246
1.1.1.95	2090.976	1392.728	1402.207	2063.735	1804.629	340.785	1874.617	959.436	2692.191	1593.207	2187.974	2149.983	3492.061	2857.989	622.115	2241.077	3474.963	2530.573	188.471	1893.879	5833.202	3374.133	1296.184	1280.92	2774.537	1609.156	2913.916	2068.871	304.14	2183.867	1703.912	2587.03
1.1.2.3	69.334	143.469	123.762	65.411	111.798	0	31.545	120.201	331.22	90.088	72.516	375.477	415.444	59.974	65.05	353.505	509.841	105.582	64.314	182.785	2317.89	176.359	21.396	299.376	70.634	70.829	563.823	37.248	44.043	166.334	11.174	1585.376
1.1.2.4	0	0	0	0	0	19.723	0	0	0	0	0	0	0	0	0	0	0	0	41.579	0	0	0	0	0	0	0	0	0	9.876	0	0	0
1.1.2.7	0	0	0	0	0	51.089	0	0	0	0	0	0	0	0	0	0	0	0	130.104	0	0	0	0	0	0	0	0	0	11.404	0	20.38	0
1.1.3.15	368.27	2174.622	786.06	281.08	517.584	412.301	337.922	182.7	3512.322	273.29	282.628	1239.36	1172.805	873.86	422.98	1729.156	2426.087	2099.381	155.525	1395.069	5860.167	1565.235	314.636	470.262	1021.489	1402.298	702.966	1016.707	103.718	2019.536	99.368	1759.558
1.1.3.21	0	19.376	0	0	0	0	0	0	9.132	0	0	4.651	13.881	0	4.545	18.978	17.232	16.546	5.357	0	4.63	8.888	0	0	0	0	21.881	0	0	6.502	0	0
1.1.5.12	0	14.223	1.153	23.649	0	0	0	30.745	26.484	1.743	1.773	4.256	6.363	1.912	0	43.752	26.288	37.87	0	12.39	86.252	41.482	0	0	0	13.693	37.884	0	0	0	2.207	210.428
1.1.5.2	17.072	0	8.097	61.653	4.386	0	0	108.02	13.333	5.618	68.04	354.494	473.381	25.281	5.732	196.766	212.961	4.405	0	27.753	6098.716	0	0	4.263	0	0	34.921	15.452	0	0	15.443	1306.141
1.1.5.3	206.432	1028.268	74.883	721.242	188.804	0	537.129	394.001	27.047	139.436	211.151	712.597	1313.107	396.483	209.586	967.516	1014.644	58.466	33.291	368.132	17003.346	172.73	34.488	86.245	526.975	108.922	1598.525	138.024	79.282	94.455	127.309	5124.905
1.1.5.4	25.809	0	0	122.007	23.862	12.542	0	168.562	0	18.486	59.487	287.429	437.431	27.486	0	361.957	455.037	0	52.602	96.926	8229.63	0	0	0	0	0	110.313	14.198	8.585	0	7.446	1447.255
1.1.5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.98.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.98.6	11.491	0	0	0	0	0	0	46.985	0	0	0	63.016	18.566	0	18.611	73.296	4.738	10.901	0	17.54	0	0	0	0	0	0	246.884	4.038	0	0	0	445.642
1.1.99.1	37.541	0	0	43.547	0	0	0	144.144	12.217	20.457	29.16	157.708	14.778	76.99	0	212.15	329.531	7.542	0	32.859	5532.661	0	0	9.032	0	0	0	0	0	0	19.724	1359.35
1.1.99.14	3.37	0	0	7.397	0	0	0	3.116	0	0	2.301	20.76	22.954	0	0	16.183	0	0	0	0	0	0	0	0	0	0	3.144	2.746	0	0	1.747	80.643
1.1.99.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.99.28	63.804	282.297	332.868	239.279	140.596	148.785	126.626	139.948	866.459	64.843	71.369	153.103	329.77	200.572	162.171	297.462	603.715	1055.22	31.41	561.902	239.892	408.548	115.945	117.6	192.95	194.893	312.032	126.962	110.241	369.633	124.029	546.059
1.1.99.3	0	0	0	0	0	9.019	0	0	0	0	0	0	0	0	0	0	0	0	31.272	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.99.31	4.701	0	0	0	0	0	0	0	0	0	0	5.313	0	0	0	21.256	0	0	0	0	0	0	0	20.326	0	0	0	0	0	0	0	0
1.1.99.33	0	0	0	0	0	0	0	57.384	0	10.364	750.049	0	137.244	0	0	0	482.714	0	0	0	0	1690.878	0	297.758	0	0	0	0	0	0	0	0
1.1.99.38	0	0	0	0	0	0	0	0	0	0	0	4.975	0	0	0	19.641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.99.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.10.2.2	0	0	0	0	0	14.565	0	0	0	0	0	0	0	0	0	0	11.931	0	96.463	0	0	0	0	0	0	0	0	0	20.712	0	0	0
1.10.3.10	1028.771	156.707	11.794	542.666	49.879	7.908	298.318	73.339	29.833	231.539	375.303	158.264	219.987	540.411	19	112.344	65.414	0	0	58.45	89.131	60.069	436.432	0	104.299	86.827	0	155.979	47.493	0	8.035	0
1.10.3.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.66	0	0	0	0	0	8.102	0	0	0	0
1.10.3.9	0	11.903	0	0	0	0	0	0	0	0	0	0	0	0	77.005	37.773	0	0	0	0	0	0	0	0	0	0	0	0	8.22	174.717	4.624	0
1.10.9.1	0	0	27.886	0	3.609	0	4.447	0	43.247	0	0	10.867	61.311	11.83	0	28.637	11.827	3.615	0	4.601	17.007	12.678	0	0	68.857	0	57.533	0	10.01	0	0	25.065
1.11.1.1	7178.033	4816.54	1832.184	2764.388	5927.219	907.127	2336.206	4783.402	8710.688	6715.267	9731.127	4647.316	3051.762	2649.467	1768.323	2986.087	6399.141	3852.952	436.481	3516.15	2769.457	3122.949	1274.857	3392.123	4971.909	3783.946	3053.511	2625.447	551.451	3074.918	507.698	5741.225
1.11.1.10	6.441	0	24.661	0	14.446	0	0	81.231	37.501	28.328	28.251	77.632	7.564	4.374	0	48.181	9.989	14.005	0	23.783	21.694	81.572	7.296	31.732	25.827	33.243	0	7.502	0	8.77	0	10.921
1.11.1.15	5530.354	6920.414	2732.269	8883.927	3631.436	1052.061	8736.778	2275.826	3799.618	6402.809	5615.354	6063.814	6103.408	8095.065	1384.948	4500.764	6496.281	3746.071	456.133	4447.435	18181.241	1876.013	2623.532	1202.156	5519.039	2939.962	7931.948	8431.549	1281.177	1799.999	1631.386	5077.527
1.11.1.18	68.242	4.004	12.234	225.519	0	0	227.975	10.694	23.33	91.886	133.676	66.207	51.408	331.156	0	40.765	136.041	158.215	0	84.192	0	22.966	143.765	6.862	456.473	23.55	4.608	386.925	0	15.08	0	0
1.11.1.21	58.29	0	22.046	100.248	11.639	0	0	334.811	10.87	15.086	123.326	435.423	895.369	83.528	0	553.925	631.967	20.517	0	86.717	10982.848	0	0	12.256	0	0	101.723	15.677	0	0	47.941	3268.795
1.11.1.5	29.576	0	19.748	77.994	25.752	0	39.39	122.738	2.336	49.38	34.959	267.211	404.481	84.118	44.301	187.765	588.339	27.336	9.295	48.258	5713.831	0	0	0	41.085	7.24	564.357	4.018	16.104	0	5.372	992.255
1.11.1.6	486.601	334.563	1079.694	865.817	254.921	346.091	1259.167	2196.334	1285.695	538.133	597.87	749.829	1610.373	868.693	332.568	2068.302	1756.717	1193.869	372.896	879.265	8213.967	537.681	524.273	262.292	930.58	882.079	550.872	1200.082	182.606	288.996	577.004	2743.907
1.11.1.7	0	0	0	0	0	11.072	0	0	0	0	0	0	0	0	0	0	0	0	24.328	0	0	10.636	0	0	0	13.024	0	11.738	0	0	5.878	0
1.11.1.9	0	0	0	14.727	0	0	0	16.788	0	4.975	4.933	9.303	93.179	19.699	0	43.71	26.776	22.789	0	19.864	453.961	5.961	0	0	0	0	17.306	0	0	0	0	146.73
1.11.2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.11.2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.107	0	0	0	0	0	0	0	0	0	0
1.12.1.2	24.142	0	20.045	0	0	0	0	14.25	0	28.829	9.696	0	28.687	0	0	24.07	77.725	42.038	0	5.797	0	12.116	9.696	0	34.906	15.264	0	5.59	35.266	0	11.363	0
1.12.1.3	0	10.929	0	13.236	0	0	0	30.65	0	0	0	37.433	0	0	0	110.261	0	0	0	0	21.342	8.822	0	0	0	0	0	0	28.123	0	0	0
1.12.2.1	0	0	7.194	0	0	0	0	0	0	0	0	22.332	0	0	0	23.804	0	13.744	0	0	0	0	0	0	0	73.868	0	0	18.195	0	15.698	6.56
1.12.5.1	12.195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.346	0	0	0	0	0	0	75.499	12.346	0	0	0	0
1.12.7.2	1508.184	2368.472	1290.131	1527.11	1164.65	375.425	1124.135	715.05	3306.905	722.404	1028.402	1844.813	1610.684	1275.91	532.242	1547.217	2615.702	2612.545	74.418	1869.355	1017.287	1745.953	947.581	600.374	1621.437	2000.035	1038.517	1128.049	438.731	1823.719	382.993	1757.922
1.12.98.2	0	0	0	0	0	0	0	43.509	0	14.976	868.893	0	199.428	0	0	0	284.764	0	0	0	0	2281.735	0	390.536	0	0	0	0	0	0	0	0
1.12.99.6	141.935	78.9	37.548	290.096	11.219	0	53.022	537.582	48.042	108.073	168.905	778.747	1362.938	285.813	23.934	858.111	1232.419	67.684	6.285	224.804	22320.973	19.218	0	0	52.486	90.301	752.565	29.237	12.835	0	103.755	4859.048
1.13.11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.15	0	15.352	0	0	0	0	0	0	0	0	50.234	12.011	0	25.562	0	0	0	0	0	110.512	0	9.581	0	0	0	0	4.773	0	0	0	2.081	8.995
1.13.11.16	0	0	8.644	37.262	5.908	0	0	111.147	0	9.174	38.63	146.971	292.221	23.053	0	0	185.636	0	0	4.908	3654.542	5.086	0	0	0	3.972	45.798	20.546	0	0	7.346	0
1.13.11.2	0	0	0	0	0	0	0	12.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.333	0	0	0	0	0
1.13.11.24	248.506	110.635	27.123	825.647	105.979	0	860.621	270.622	68.457	107.385	235.932	576.895	649.009	314.476	0	448.088	902.736	213.806	0	286.608	5111.545	67.77	222.973	0	417.033	134.294	133.891	306.062	28.35	5.307	42.436	776.063
1.13.11.27	0	0	0	31.29	0	0	7.141	9.964	0	0	5.019	153.956	18.302	11.765	0	0	54.866	74.019	0	3.237	0	0	0	0	0	0	0	0	5.73	0	0	62.008
1.13.11.29	0	0	0	19.255	0	0	0	13.305	0	0	0	0	93.917	0	0	0	0	0	0	17.912	44.462	0	0	0	0	0	19.341	0	0	0	0	545.168
1.13.11.3	0	0	0	0	0	0	0	0	10.448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.4	0	0	0	0	0	0	0	0	0	0	0	0	142.808	0	0	0	0	0	0	0	0	0	0	0	0	0	17.64	0	0	0	0	0
1.13.11.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.54	0	0	0	0	0	0	0	0	4.405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.63	0	0	0	0	0	0	0	0	7.683	0	0	0	0	0	0	0	10.695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.11.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13.12.16	2681.787	1542.755	1185.743	1513.738	1375.863	367.626	1119.187	1158.013	2074.184	1248.483	1143.529	1234.539	1953.201	1213.11	673.628	1439.627	1788.672	1702.816	330.462	1738.072	567.711	1504.805	1811.126	651.374	1335.915	1125.292	891.355	1489.241	330.163	1540.826	525.817	1787.38
1.13.12.4	0	9.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.061	0	0
1.14.11.17	70.229	0	0	82.716	0	0	0	77.886	22.354	36.652	49.189	159.978	197.086	22.515	0	100.887	136.358	48.878	0	11.94	3086.701	0	0	0	0	0	21.203	0	0	0	1006.205	804.337
1.14.11.33	9.677	0	0	0	0	0	0	0	0	0	0	3.567	73.999	0	0	55.286	10.177	0	0	0	75.215	0	0	0	0	0	0	0	0	0	0	14.602
1.14.11.47	0	0	0	0	0	0	0	0	0	0	2.252	5.036	8.169	0	0	0	8.756	0	0	4.118	113.589	0	0	0	0	0	2.191	0	0	0	0	0
1.14.11.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.12.1	0	0	0	0	0	0	0	0	0	0	13.312	31.395	47.396	0	0	0	30.846	0	0	0	61.37	0	0	0	0	0	10.631	0	0	0	11.57	0
1.14.12.10	0	0	0	0	0	0	0	0	0	0	20.005	44.213	98.415	22.616	0	0	116.701	0	0	0	1704.458	0	0	0	0	0	14.568	0	0	0	0	0
1.14.12.12	0	0	0	0	0	14.24	0	0	0	0	0	0	0	0	0	0	0	0	41.95	0	0	0	0	0	0	0	0	0	9.901	0	0	0
1.14.12.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.12.17	34.387	0	0	51.352	6.055	20.044	0	168.718	26.945	0	47.898	254.508	283.147	32.514	0	252.487	411.284	0	45.559	45.091	4806.927	4.261	0	0	5.971	0	49.257	0	12.522	0	5.277	966.571
1.14.12.18	0	0	0	0	0	0	0	0	0	0	36.036	152.234	155.405	11.549	0	0	487.665	0	0	0	2411.714	0	0	0	0	0	16.308	0	0	0	9.009	0
1.14.12.19	0	0	6.25	0	0	0	0	0	0	16.605	93.931	507.355	562.783	118.201	0	0	883.246	0	0	0	7978.287	0	0	0	0	0	106.087	0	0	0	17.896	0
1.14.12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.12.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.107	4.044	0	0	37.862	0	0	9.879	67.987	0	6.543	22.355	64.997	100.726	13.026	0	0	130.739	0	0	33.857	2164.009	0	0	6.194	0	0	3.903	0	0	0	0	510.822
1.14.13.109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.127	0	0	0	58.37	0	0	0	108.12	0	3.71	55.97	257.768	561.63	156.407	0	0	265.205	0	0	8.163	5474.45	9.804	0	0	0	0	31.699	29.341	0	0	22.409	0
1.14.13.149	0	0	0	0	0	0	0	0	0	0	0	55.747	0	1.405	0	0	0	0	0	0	1151.943	0	0	0	0	0	0	0	0	0	0	0
1.14.13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.878	0	0	0	0	0
1.14.13.239	0	0	0	0	0	0	0	0	0	0	13.234	0	0	8.571	0	0	113.547	0	0	0	1722.461	0	0	0	0	0	0	0	0	0	0	0
1.14.13.24	0	0	0	0	0	0	0	0	7.445	0	0	0	300.561	0	0	0	0	0	0	0	0	0	0	0	0	0	95.85	0	0	0	0	0
1.14.13.39	0	0	0	0	0	0	5.155	0	0	0	28.445	15.437	5.128	0	0	0	0	0	0	9.478	0	3.774	5.128	65.463	0	13.242	0	0	11.495	0	15.897	0
1.14.13.48	61.012	30.703	7.719	196.178	4.646	0	19.452	7.659	0	6.692	1.064	422.642	44.373	17.354	15.98	42.944	14.926	189.384	0	6.183	24.137	0	11.636	0	0	12.716	5.526	3.37	6.189	4.639	5.281	6.509
1.14.13.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.59	0	0	0	42.715	0	0	0	8.09	0	0	0	109.048	366.064	0	0	139.361	436.273	0	0	0	0	0	0	0	0	0	55.71	0	0	0	0	350.947
1.14.13.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.066	0	0	0	10.242	0	0	0	0	0	0	0	9.266	0	0
1.14.13.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.81	26.76	11.332	18.331	12.226	29.512	42.847	3.779	0	45.964	0	43.99	23.67	0	22.575	7.359	5.192	52.111	1.726	28.002	46.077	10.688	105.476	26.021	47.825	10.268	58.545	3.791	7.901	10.302	140.956	15.927	23.108
1.14.13.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.13.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.14.1	0	0	0	0	0	13.715	0	0	0	0	0	0	0	0	0	0	0	0	52.866	0	0	0	0	0	0	0	0	0	5.633	0	0	0
1.14.14.10	0	0	0	0	0	0	0	0	9.574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.14.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.14.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.738	0	0	0	0	0	0	0	0	0	0
1.14.14.3	0	4.444	15.476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3	0	15.333	12.197	0	0	0	0	93.964	0	0	0	0	0
1.14.14.5	15.478	0	0	6.004	0	27.046	0	60.46	14.378	0	29.186	145.592	154.601	40.187	0	108.15	312.998	9.212	80.433	37.73	3860.412	0	0	0	0	0	32.919	0	17.75	0	13.533	627.674
1.14.14.51	35.298	0	0	22.119	6.445	0	0	31.546	0	1.708	19.246	85.094	139.621	0	0	112.121	14.467	8.067	0	38.969	206.963	4.938	0	0	0	0	11.022	0	0	0	4.612	338.541
1.14.14.9	0	0	0	0	0	0	0	0	12.397	7.119	28.168	0	0	42.059	0	9.547	4.444	0	0	9.715	0	0	0	0	0	0	0	0	0	0	16.616	0
1.14.17.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.99.3	5.982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.844	0	0	0	0	10.18	0	0	0	0	15.931
1.14.99.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.481	9.007	0	0	0	0	4.63	0	0	0	0	34.662	0	0	0	0	0
1.14.99.46	0	0	4.32	1.477	0	0	0	2.955	0	0	12.119	30.308	68.327	15.675	0	6.181	60.933	0	0	0	306.225	0	0	0	0	0	8.412	0	0	0	0	56.975
1.14.99.50	0	0	0	0	0	13.338	0	0	0	0	0	0	0	0	0	0	0	0	29.309	0	0	0	0	0	0	0	0	0	5.327	0	0	0
1.15.1.1	3179.991	885.122	1514.305	2573.737	1441.121	3252.832	2602.949	2086.946	1272.148	1716.07	1748.095	2351.301	2177.355	2123.443	2112.906	3170.524	5167.838	1042.869	200.157	1571.307	18308.959	725.566	4302.511	699.67	2281.045	2015.147	2040.183	1208.436	283.812	269.928	1180.771	3683.036
1.15.1.2	1978.869	1390.778	1249.575	291.374	491.011	598.032	363.802	304.372	2666.646	281.252	445.703	1211.779	1172.779	483.259	838.329	1423.508	1273.948	1125.995	231.558	1242.282	676.493	1485.422	270.19	948.621	532.733	1313.046	1398.064	1722.242	150.738	1174.958	192.846	1062.928
