# Gene Family	3003A	3004A	3005A	3007A	3008A	3009A	3012A	3013A	3014A	3016A	3020A	3021A	3022A	3023A	3025A	3026A	3027A	3028A	3029A	3030A	3031A	3032A	3033A	3036A	3037A	3039A	3042A	3043A	3044A	3046A	3048A	3049A
6.3.2.7	87.397	393.881	274.169	119.723	126.769	8.5	47.817	98.024	378.841	84.293	107.476	441.159	394.312	146.84	39.944	355.086	288.444	384.096	38.497	201.611	130.845	237.55	117.011	88.914	237.371	89.313	290.247	75.627	58.899	238.653	13.837	519.481
6.3.2.8	6976.646	4658.347	4208.116	3496.186	4668.043	7856.565	3774.329	5150.444	6192.306	4020.788	4569.914	4876.211	7422.686	5071.033	7616.056	5353.97	6841.761	4143.965	1732.393	5131.752	7841.925	6252.838	4389.213	5485.641	3985.556	5633.591	5301.731	5302.899	3721.65	4877.193	4132.133	5748.845
6.3.2.9	6860.04	4210.791	3987.783	3580.174	3894.532	8606.338	3814.028	5100.213	6674.479	3664.458	3596.74	4720.079	6751.555	5191.597	5684.94	4959.414	6393.938	3828.108	2112.843	4473.445	9503.688	4123.582	4692.059	4818.611	4001.85	4671.136	4699.187	5399.473	4800.63	4313.35	3797.4	5275.837
6.3.3.1	4812.866	3954.581	3704.75	1931.886	3507.827	1516.252	2056.909	4459.839	5018.674	2751.474	3262.128	3835.485	6684.16	3357.725	1370.437	4355.063	6026.442	3732.561	695.525	3984.539	7096.546	6067.867	4693.134	4405.855	2041.958	3229.266	4646.878	4641.718	2277.892	4712.586	3796.007	5116.422
6.3.3.2	7026.493	5192.206	4169.04	3943.765	4564.072	2517.426	4063.608	5516.604	6857.877	5037.038	3646.015	4950.594	6571.533	6131.069	2217.502	4910.025	6464.898	4451.251	692.826	4723.364	6241.084	4024.523	5195.459	3976.74	4200.446	4640.169	5580.624	6531.404	2597.551	4546.457	2469.972	4987.934
6.3.3.3	1619.444	979.772	1827.391	1721.704	1246.875	314.049	1695.057	2143.055	1789.192	1438.778	1173.888	1804.28	1918.682	1646.358	289.387	2250.966	2112.294	1089.122	101.973	1229.66	6454.905	857.655	1068.235	634.137	1668.746	1445.421	1291.035	821.019	326.527	693.191	1036.083	2027.917
6.3.4.12	0	0	0	0	0	21.379	0	0	0	0	0	0	5.9	0	0	0	0	0	42.75	0	0	0	0	0	0	0	0	0	9.48	0	0	0
6.3.4.13	5826.404	3969.748	3561.322	3393.08	3954.06	1381.533	3642.912	4853.013	5599.785	3768.399	4827.564	4778.489	6745.247	4799.67	1406.127	4612.556	5753.933	3756.871	710.324	4295.41	10329.335	5949.802	5124.524	4523.795	3732.49	3503.523	4187.907	5601.597	2569.193	4606.367	3596.862	4898.438
6.3.4.14	2073.082	3833.881	2060.161	2271.591	2828.986	2110.794	2298.199	1762.527	5127.399	1184.852	3122.802	3589.777	3167.842	3257.978	997.031	3787.006	6236.31	3263.464	1613.453	2815.172	8941.775	4835.277	4277.598	2013.312	3595.721	3016.218	2625.164	3245.576	1902.749	3171.222	990.505	4369.343
6.3.4.15	6220.735	2890.558	3903.647	2568.433	4003.686	1523.668	2252.742	4173.853	4325.491	3770.678	2699.578	4350.424	5436.177	3929.209	1416.091	3662.819	5725.22	3255.917	747.366	3736.843	9789.838	3790.899	4781.534	3749.226	2862.591	3145.498	3446.748	4569.6	2206.072	3728.608	2521.639	5038.501
6.3.4.18	403.297	85.93	117.378	875.133	621.28	10.186	799.576	315.325	131.134	374.288	464.743	422.979	1974.864	1651.672	194.232	757.727	504.296	574.188	96.688	777.273	3760.692	372.259	361.866	155.955	339.211	105.883	1995.246	2369.498	120.051	754.491	1127.835	1190.751
6.3.4.19	6577.893	3231.305	4136.022	3132.077	4457.717	12087.756	3442.132	4991.964	8263.537	3282.949	3726.424	4899.268	5856.208	4875.269	8629.516	5039.385	7446.1	3672.68	2179.1	4389.822	6385.258	4087.932	3966.855	4737.679	3990.938	4538.721	4028.839	5505.403	3619.68	3923.408	2309.324	5849.303
6.3.4.2	6695.44	4118.453	4003.776	3072.883	3917.223	3116.845	3623.457	5247.483	5473.832	3809.469	4362.095	4696.236	7039.297	4516.4	1756.018	4775.194	6514.175	3641.178	2318.474	4262.856	7883.706	6137.439	4576.702	5077.273	3767.461	3535.07	3996.432	5080.581	3574.989	4382.665	4870.158	5018.727
6.3.4.20	1971.115	1366.402	1990.587	2694.525	1625.383	472.802	2069.751	1688.016	2335.826	2594.248	2776.386	1992.988	1649.059	2250.492	553.009	2421.79	2634.094	1602.218	189.075	1497.81	4756.081	3992.083	1387.065	1174.813	2355.287	1761.193	2205.892	1373.943	440.118	1302.071	1293.085	1981.749
6.3.4.21	6162.735	4762.521	2674.507	1888.78	3684.93	2388.167	1916.296	3794.321	5545.23	2509.259	2582.774	4075.914	6856.206	4100.579	1736.87	3968.757	6456.583	3974.607	567.583	3559.939	5665.293	3633.573	4621.614	4351.111	2808.322	2960.864	4185.205	5243.191	3645.267	4883.514	4193.148	4660.305
6.3.4.22	0	0	0	0	0	0	0	53.203	0	22.043	899.851	0	179.755	0	0	0	569.03	0	0	0	0	2619.44	0	400.106	0	0	0	0	0	0	0	0
6.3.4.23	0	0	0	0	0	0	0	72.41	0	20.844	859.654	0	172.63	0	0	0	466.292	0	0	0	0	1960.148	0	370.242	0	0	0	0	0	0	0	0
6.3.4.3	6291.978	4817.605	3964.063	2802.259	3685.956	7968.885	2881.029	4470.028	6094.855	3600.641	3351.607	4291.251	5323.228	3111.708	2236.738	4271.162	6625.753	3615.475	2153.828	4128.357	1879.037	4420.889	4054.938	4867.252	3475.565	3578.063	2427.647	3684.041	3715.994	3737.868	3395.347	4343.651
6.3.4.4	7742.963	4403.43	4702.766	3699.813	5302.603	1416.853	4193.819	5336.018	6770.556	4782.099	4430.082	5486.375	7894.925	5192.228	2061.004	5420.051	7427.294	4437.892	1872.038	4867.583	7258.935	6291.729	5390.904	5483.677	3910.202	4496.676	5689.902	5147.026	2492.925	5125.061	4327.336	7085.536
6.3.4.5	4840.026	3719.751	3953.523	1671.508	3739.124	1388.052	1759.14	5486.937	4926.583	2374.39	2950.79	4568.821	6259.679	3057.146	1502.935	4556.209	5941.262	3836.434	736.787	3909.685	9097.216	6529.216	5362.656	4671.217	1966.969	3432.316	3712.814	4458.249	2885.793	4291.97	4342.508	5899.4
6.3.4.6	90.421	34.7	57.878	36.258	8.61	0	158.266	17.064	76.468	176.122	95.785	38.162	77.493	61.239	5.511	27.725	105.541	29.175	0	97.839	22.743	176.913	27.038	247.07	135.192	107.661	4.619	9.207	0	240.771	186.262	68.603
6.3.5.1	6305.328	4263.601	3672.806	3950.659	4038.065	2263.589	4034.731	4785.065	6615.086	4108.32	3355.784	4325.795	6087.38	4749.153	1725.284	4575.792	5759.374	4102.038	595.318	3816.882	1932.801	3678.657	4891.018	3621.037	3845.946	3681.529	2912.589	5561.485	2345.901	5090.067	4174.29	3768.291
6.3.5.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.3.5.11	1827.416	1501.194	1121.794	1084.195	1256.546	248.293	1057.254	790.656	2574.155	1710.817	1718.739	1884.884	1470.166	874.299	480.398	1053.032	2123.218	1667.408	133.271	1306.734	802.32	3479.648	440.915	1447.375	878.232	1319.48	818.71	454.042	297.768	1192.758	877.519	1583.533
6.3.5.12	0	0	0	0	0	0	0	41.146	0	24.795	954.25	0	151.518	0	0	0	721.368	0	0	0	0	2355.251	0	399.988	0	0	0	0	0	0	0	0
6.3.5.2	8023.331	5027.624	4782.876	4726.227	6102.118	1506.067	4643.003	5908.753	6916.688	4467.736	6699.072	6077.145	8760.27	6913.851	1983.513	6484.408	9858.008	5099.396	932.595	5628.966	10062.797	9195.849	6191.451	5979.841	4801.38	4781.13	5675.33	6332.074	3182.138	5494.462	6308.604	5908.102
6.3.5.3	3797.81	2830.443	3055.279	2906.433	3029.018	452.567	2652.141	2953.668	4856.121	3106.438	5591.908	3284.786	5019.11	4315.166	934.183	3613.592	4855.846	2781.081	455.593	3055.558	8666.716	9046.541	1933.179	2979.212	3477.763	2564.225	3504.811	4386.373	559.55	3167.263	2661.024	5741.437
6.3.5.4	2540.174	2478.364	2013.09	899.405	1757.409	641.798	1028.126	808.455	3402.798	1810.275	1147.338	1671.324	1900.426	1355.649	908.577	1778.02	3015.084	2117.272	233.41	1929.068	6290.901	1366.759	1832.196	913.459	1412.394	1713.851	1556.559	1110.334	410.513	2289.674	578.902	2500.5
6.3.5.5	14169.164	9505.958	9258.619	8200.388	10624.526	3678.47	8919.468	13068.694	16211.089	8211.239	10110.564	10755.112	16772.022	11539.596	3533.773	12322.74	15697.415	9247.843	1717.159	10763.398	18919.609	13438.422	10695.869	11453.04	9743.968	9819.602	9699.742	11896.928	6690.408	10693.058	8947.954	12401.142
6.3.5.6	86.39	0	224.65	66.876	228.183	0	102.045	0	80.311	71.111	44.256	63.868	60.507	23.32	0	72.759	54.936	52.139	18.645	71.129	34.829	33.071	34.016	36.31	435.666	14.419	0	11.275	137.57	0	78.66	59.034
6.3.5.7	4740.279	3833.234	3176.08	892.373	2995.479	3623.322	1112.961	3665.238	3703.635	1892.159	2776.426	2377.892	5927.969	3242.741	1776.156	3460.721	4667.09	3193.713	1289.997	3690.845	1289.212	5080.779	3712.503	4550.011	2209.944	2475.362	3827.29	4823.802	3281.282	3595.991	3517.433	2577.013
6.3.5.8	72.322	0	57.929	25.857	0	53.346	0	18.688	325.9	0	32.676	12.097	17.348	0	40.847	193.861	292.118	184.012	0	0	0	39.807	7.583	7.924	10.666	255.264	7.337	155.173	0	0	5.682	14.525
6.3.5.9	176.69	26.963	47.927	0	0	5.476	0	47.373	48.589	0	49.307	16.504	170.763	0	21.721	152.635	88.251	51.717	38.807	59.902	54.655	187.194	47.166	12.754	0	26.128	501.242	23.972	44.434	101.049	59.488	13.47
6.4.1.1	655.471	974.156	479.289	545.815	608.31	232.076	702.908	160.598	1306.888	658.223	356.03	937.016	641.668	456.387	110.008	706.662	856.757	908.49	79.686	678.542	299.378	602.057	276.425	268.757	612.05	635.804	872.357	439.264	187.264	691.222	678.923	346.143
6.4.1.2	2125.834	2449.139	2103.573	2800.084	3376.941	2115.056	2545.098	1757.385	5161.581	1387.216	3600.79	3950.808	3076.002	3673.039	967.311	3911.842	6310.766	3309.147	1595.405	2800.604	8091.883	4632.111	4192.623	1905.761	5036.102	3261.791	1356.066	3180.727	1608.134	2825.767	542.992	4382.963
6.4.1.3	923.045	1993.985	504.071	1594.018	1264.411	103.322	1466.341	377.974	502.778	829.836	1461.97	1371.539	982.06	1748.536	144.608	1239.638	802.655	970.825	128.147	676.047	472.689	312.134	885.012	176.622	2680.382	624.351	775.428	2265.082	452.899	409.775	502.971	420.973
6.4.1.6	5.403	0	6.137	0	0	0	0	0	0	0	0	8.567	6.495	0	0	0	0	0	0	0	42.321	0	0	0	0	0	0	0	12.029	0	7.001	0
6.4.1.7	68.294	100.602	37.258	217.95	76.482	7.762	155.313	7.547	150.918	180.152	78.7	279.835	156.673	221.694	10.306	103.081	426.776	260.194	15.449	81.087	13.49	101.452	51.093	51.049	178.082	58.07	10.99	19.235	6.664	49.502	12.861	167.77
6.4.1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.5.1.1	0	0	0	14.612	21.917	0	0	92.363	0	24.374	876.15	0	153.616	17.172	0	11.106	531.6	52.835	0	0	92.915	1912.451	7.569	354.631	189.765	0	25.353	25.665	33.957	0	18.657	0
6.5.1.2	6816.732	5500.513	3934.559	3389.067	4706.952	7599.278	3367.921	6433.478	7387.363	3955.969	3686.001	5201.137	7704.83	4403.835	6736.276	5446.795	8244.885	4103.105	2035.07	4419.871	13466.836	4486.63	4713.023	5282.452	4172.115	4943.438	4665.954	4592.97	4052.407	4442.423	3687.098	7192.546
6.5.1.3	0	0	0	0	0	0	0	5.09	0	0	0	0	16.349	18.397	0	0	21.38	0	20.324	0	8.162	0	0	0	0	10.201	0	0	0	22.457	0	0
6.5.1.4	32.205	0	0	0	0	0	0	47.203	0	0	34.112	193.923	342.188	34.773	0	183.834	163.364	0	0	12.276	4215.098	0	0	0	0	0	25.679	0	0	0	9.414	1324.663
6.6.1.1	11.366	52.075	0	0	350.937	13.843	46.143	0	4.511	0	33.12	64.484	882.477	240.847	30.755	93.597	134.817	108.456	27.139	240.659	145.446	284.933	61.002	100.457	11.67	47.585	138.244	10.346	0	386.592	824.633	120.211
6.6.1.2	22.319	25.503	86.378	0	0	16.167	7.843	55.832	15.174	35.224	803.259	0	247.268	70.411	0	6.902	476.63	8.26	72.589	7.381	18.89	1694.534	9.459	331.209	21.87	49.734	0	6.189	28.627	13.17	63.47	18.744
7.1.1.1	359.237	1349.612	0	129.664	346.701	8.615	121.627	138.4	38.164	9.99	61.56	249.04	1492.297	1348.613	137.935	420.487	105.81	506.616	91.921	555.066	408.446	274.028	304.672	103.696	125.24	41.783	1776.232	1776.936	357.038	528.21	1091.787	926.523
7.1.1.2	0	6.769	0	0	0	0	0	0	0	106.425	0	0	0	0	150.097	5.953	0	0	17.382	0	0	0	0	0	0	0	0	5.556	0	136.803	4.082	0
7.1.1.3	6.643	0	0	9.367	0	0	0	7.211	0	0	4.924	6.013	19.424	4.624	0	19.002	6.695	0	0	0	118.084	0	0	0	0	0	6.282	0	0	0	0	18.055
7.1.1.7	1000	0	0	118.868	0	0	0	0	0	0	41.667	1243.38	7157.84	1000	0	3200.904	5374.326	0	0	0	72978.756	0	0	0	0	0	0	0	0	0	0	11758.892
7.1.2.2	17412.949	16093.147	11608.789	8314.198	12324.34	2698.47	8947.137	11769.7	17853.449	9420.499	9897.738	14156.195	18264.184	11503.835	5153.687	13611.903	13501.858	13758.888	2101.995	12606.777	8818.118	14981.908	9621.544	13114.447	9593.386	12599.225	10941.583	12227.992	7163.611	16074.904	11014.338	15569.981
7.1.3.1	11.106	0	7.937	17.476	64.722	28.846	18.55	34.362	0	0	33.867	269.926	80.164	0	81.313	117.141	0	14.842	37.021	41.772	60.7	19.504	25.361	12.638	0	9.542	0	10.577	250.438	0	187.17	0
7.2.1.1	7757.262	2164.153	1575.638	13995.696	3845.946	47.456	13632.205	1805.33	1095.61	7187.991	9166.111	4822.016	4418.998	10441.46	900.273	3877.821	5261.167	2312.276	142.658	3702.171	1933.382	956.825	4196.396	72.276	8887.035	3068.371	4319.116	6875.747	434.284	332.408	213.391	1046.44
7.2.2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.2.2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.2.2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.517	2364.66	0	0	0	0	0	0	0	0	0	0	0
7.2.2.8	0	0	0	0	0	0	0	1.665	0	0	0	5.278	5.214	0	0	2.65	0	0	0	2.532	49.584	0	0	0	0	0	1.823	0	0	0	0	15.794
7.2.4.1	0	0	0	51.822	0	0	141.821	20.535	10.188	33.518	18.717	113.818	8.127	17.722	0	7.425	0	79.66	0	0	0	34.1	0	0	0	0	0	0	12.19	0	0	0
7.2.4.2	3499.521	1877.027	1470.38	669.461	1135.682	514.375	1014.592	3670.922	3090.941	975.687	1561.888	927.108	3538.061	755.497	901.839	987.321	2509.063	1434.415	279.672	1368.603	766.825	1495.502	495.9	3807.832	862.018	1388.072	819.27	1218.222	1724.347	1839.209	169.808	1704.378
7.3.2.1	5070.744	4230.632	4557.343	2454.548	5139.395	1618.604	2602.417	4681.942	7026.115	2390.104	3809.128	4187.997	5787.964	4910.345	1594.483	6249.201	6782.759	4386.891	730.011	4969.112	2356.166	6914.102	5437.725	3152.666	3312.746	4310.775	5376.173	5966.755	2125.925	5014.661	4399.216	4640.72
7.3.2.2	386.35	0	217.189	164.564	115.844	35.02	173.053	146.723	132.6	219.333	212.759	477.896	359.945	59.766	136.135	324.951	301.09	234.006	17.368	265.723	2371.977	391.553	102.107	958.233	219.977	499.131	0	31.612	286.083	145.341	599.862	937.087
7.3.2.3	10.517	0	0	23.996	0	0	0	28.458	0	0	3.453	54.808	12.579	3.035	0	43.44	32.629	0	0	16.114	829.444	0	0	0	0	0	0	5.274	0	0	0	367.523
7.3.2.5	6.577	0	0	0	0	0	0	0	0	0	8.674	57.197	61.976	10.917	0	22.537	82.214	0	0	0	1367.666	0	0	0	0	0	6.244	0	0	0	2.322	26.598
7.4.2.1	0	0	0	0	0	0	0	0	0	1.59	20.365	0	0	0	0	3.164	0	0	0	3.525	10.327	0	0	0	0	0	0	0	0	0	0	0
7.5.2.1	0	0	0	0	0	0	0	0	0	0	14.347	37.133	54.672	16.537	0	17.479	0	0	0	0	0	0	0	0	0	0	10.068	0	0	0	2.564	187.125
7.5.2.4	0	9.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.538	0	21.435	0	8.723	0	0	0	8.789	0	0	0	0	0	0
7.5.2.6	0	0	0	0	0	0	0	8.835	0	0	8.068	0	6.245	8.102	0	0	41.637	0	0	0	46.121	0	0	0	0	0	1.663	0	0	0	1.72	28.361
7.6.2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.6.2.2	7.909	0	0	25.13	0	0	0	16.524	0	0	1.613	4.848	4.061	2.133	0	134.34	4.382	0	0	26.795	88.848	0	0	0	0	0	3.226	0	0	0	2.204	284.541
7.6.2.5	4.011	0	0	0	0	0	0	0	0	0	2.588	3.908	0	1.908	0	5.105	0	0	0	0	708.142	0	0	0	0	0	0	0	0	0	0	0
7.6.2.7	0	0	0	0	0	0	0	0	0	0	0	0	2.124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295.676
Actinobaculum_sp_oral_taxon_183	0	0.01575	0	0	0	0	0	0	0	0	0	0	0.00168	0	0	0	0	0	0	0	0.00251	0	0	0	0	0	0	0	0	0	0.0064	0.00389
Actinomyces_graevenitzii	0	0.06545	0	0	0	0	0	0	0	0	0	0	0	0.01969	0	0	0	0	0	0	0.01568	0	0	0	0	0	0.00118	0	0	0.03059	0	0
Actinomyces_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_meyeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_naeslundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00249	0	0	0	0	0	0	0	0
Actinomyces_odontolyticus	0	0.07995	0	0	0	0	0	0.00798	0	0	0	0	0.00199	0.02485	0	0.01279	0	0.01021	0	0.00695	0.01299	0.02959	0.00545	0.06291	0	0.00743	0.0044	0	0.05076	0.03263	0.2286	0.0534
Actinomyces_oris	0	0.03424	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01042	0	0	0	0.00766	0.01169	0.04889	0	0.01479	0	0.00369	0	0	0	0.01203	0.03091	0.01678
Actinomyces_sp_HMSC035G02	0	0.02497	0	0	0	0	0	0.00374	0	0	0	0	0	0.01172	0	0	0	0.00433	0	0	0.01369	0.01237	0.00286	0.02887	0	0	0.00123	0	0.00766	0.01329	0.01921	0.01444
Actinomyces_sp_HPA0247	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01076	0	0.00796	0	0	0	0	0	0	0.02588	0
Actinomyces_sp_ICM47	0	0.06472	0	0.00181	0	0	0	0	0	0	0	0	0	0.01383	0	0.00168	0	0.03716	0	0	0.0319	0	0	0.01888	0	0	0.00822	0	0.02597	0.03196	0.32575	0.06287
Actinomyces_sp_S6_Spd3	0	0.0199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04642	0	0	0	0	0.01841	0	0.13596	0.01008
Actinomyces_sp_oral_taxon_180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_sp_oral_taxon_181	0	0.0717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.03021	0	0	0	0	0.06439	0.00051	0.24337	0.00498
Actinomyces_sp_oral_taxon_414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_sp_oral_taxon_448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0
Actinomyces_sp_oral_taxon_897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_viscosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Varibaculum_cambriense	0	0	0	0	0	0	0	0	0	0	0	0.00413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeriscardovia_aeriphila	0.17141	0.64116	0.01571	0.07534	0.32641	0.00802	0.04087	0.0338	0.07334	0.00305	0.04726	0.10873	0.67567	0.38759	0.03941	0.18396	0.09752	0.41266	0.11275	0.37431	0.15032	0.10496	0.14686	0.09494	0.10043	0.02614	0.22335	0.70652	0.21085	0.55641	0.91152	0.24354
Bifidobacterium_adolescentis	0	0	0	0	12.03131	0	1.94306	0	0	0.12753	0.92129	0.00209	17.41112	5.87584	3.90373	2.98646	4.73179	2.42238	0	10.01249	3.94738	5.7958	3.15257	3.41983	0	0	3.49097	0	0	15.85277	36.63203	4.56672
Bifidobacterium_angulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.51798	0	0	0	0	0	0	0	8.02743	0.33742	0	0	12.52407	0	0	7.55874	0	0
Bifidobacterium_animalis	0	0	0	0	0	0	0	0	0	0	0	0.03783	0	0	0	0	0	3.92581	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_bifidum	8.17011	0	0	2.96293	0	0	2.81648	1.67981	0	0	1.28924	0	6.32792	28.20755	0	4.58111	0	6.40671	0	11.50625	2.08216	0	1.51419	0	0	0	19.01805	27.70874	2.97404	2.94041	2.27721	1.92535
Bifidobacterium_breve	0	0	0	0.01078	0	0	0	0	0	0	0	0	0.00617	0.07235	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22417	0.11163	0	0	0
Bifidobacterium_catenulatum	0	0	0.0353	0	0	0	0	0	0	0.0289	0	0	0.76871	1.02401	0	0	0	0	0	0.76189	0	0	0.00895	0.19828	0.41211	0	0.63552	0	0	0.68788	0	0
Bifidobacterium_dentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09853	0	0	0	0	0	0.35698	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_longum	4.83766	47.97142	0.11925	0.43006	1.16658	1.22771	0.80208	0.58422	0.71828	0.1111	1.35127	3.7064	5.15621	3.24885	0.54526	3.38217	1.18058	6.70441	3.97002	0.70822	0.87604	3.62314	2.72942	0.01331	3.43588	2.37399	2.66171	12.85956	16.13993	0.23374	13.64456	9.6284
Bifidobacterium_pseudocatenulatum	0	0	0	1.12144	0	0.62038	0.37658	0.75542	1.48575	0.01125	0	3.68834	0	0.14917	0.21575	0.61098	0	2.42537	2.42075	0.00234	0	0.18736	0.67741	0.03899	0.78684	0	0.00945	7.08407	0	0.00619	0.37927	4.71637
Scardovia_wiggsiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_argentoratense	0	0	0	0	0	0	0	0	0	0	0	0.00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_durum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lawsonella_clevelandensis	0.01033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94538	0.01628	0	0	0	0	0	0	0	0	0
Agrococcus_jejuensis	0	0	0	0	0	0.02112	0	0	0	0	0	0	0	0	0	0	0	0	0.31024	0	0	0	0	0	0	0	0	0	0.00376	0	0	0
Rothia_aeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia_dentocariosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia_mucilaginosa	0	0.05788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04029	0	0	0	0	0.02297	0	0	0.04559	0	0
Cutibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116	0	0	0	0	0	0
Propionibacterium_freudenreichii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01145	0	0	0	0	0	0.07235	0	0	0	0	0	0	0	0	0	0
Atopobium_deltae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atopobium_minutum	0	0	0	0	0	0	0	0	0	0	0	0.05306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atopobium_parvulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atopobium_rimae	0	0	0	0	0	0.00286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054	0	0	0	0	0	0	0	0	0	0
Atopobium_vaginae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olsenella_profusa	0	0	0.00113	0	0	0	0	0.00051	0	0	0.00078	0	0.00311	0.00212	0	0.00532	0	0.00385	0	0.00645	0	0.01145	0	0.00095	0	0	0.00507	0.0002	0.00255	0.04118	0.00206	0.00653
Olsenella_scatoligenes	0.00937	0.01518	0.03446	0.00146	0.00852	0	0.02345	0.02812	0.01433	0.00572	0.05344	0.00935	0.06686	0.04552	0.02084	0.07603	0.00766	0.0493	0	0.0456	0.02891	0.11561	0.0452	0.02203	0.00616	0.01294	0.09625	0.02703	0.03384	0.28374	0.03959	0.10588
Collinsella_aerofaciens	0.06764	0.92003	2.58375	0.00725	0.0456	0.11727	0.84279	1.29723	1.68572	0.30141	2.04261	0.10438	4.09304	2.28432	1.82783	5.07995	2.16568	2.686	0.10816	2.64293	1.64546	10.7027	2.86018	0.85104	0.0602	0.12466	16.41037	0.97907	1.38163	5.24271	0.90636	6.86191
Collinsella_intestinalis	0.04895	0.05628	0.17688	0.02367	0.38315	0.0035	0.04489	0.30432	0.05221	0.06435	0.16762	0.06891	0.27373	0.1644	0.13074	0.27542	0.08548	0.21865	0.01415	0.24361	0.12844	0.43214	0.15041	0.0888	0.11033	0.05526	0.42681	0.07424	0.16789	0.28527	0.14027	0.31548
