# Gene Family	3003A	3003B	3004A	3004B	3005A	3005B	3007A	3007B	3008A	3008B	3009A	3009B	3012A	3012B	3013A	3013B	3014A	3014B	3016A	3016B	3020A	3020B	3021A	3021B	3022A	3022B	3023A	3023B	3025A	3025B	3026A	3026B	3027A	3027B	3028A	3028B	3029A	3029B	3030A	3030B	3031A	3031B	3032A	3032B	3033A	3033B	3036A	3036B	3037A	3037B	3039A	3039B	3042A	3042B	3043A	3043B	3044A	3044B	3046A	3046B	3047B	3048A	3048B	3049A	3049B
6.3.4.2	6695.44	6058.585	4118.453	6291.563	4003.776	4256.119	3072.883	2899.356	3917.223	2305.869	3116.845	670.248	3623.457	3140.327	5247.483	4637.39	5473.832	5806.593	3809.469	3758.706	4362.095	3393.308	4696.236	6327.329	7039.297	5675.915	4516.4	3611.104	1756.018	1566.109	4775.194	3806.897	6514.175	4153.845	3641.178	5791.294	2318.474	4332.263	4262.856	2553.399	7883.706	5253.984	6137.439	6162.839	4576.702	4219.722	5077.273	5971.322	3767.461	1542.692	3535.07	4616.118	3996.432	4960.879	5080.581	7172.388	3574.989	3881.448	4382.665	2352.863	2932.876	4870.158	5079.757	5018.727	6369.476
6.3.4.20	1971.115	2371.608	1366.402	1694.934	1990.587	2447.214	2694.525	3032.208	1625.383	849.585	472.802	292.148	2069.751	2622.694	1688.016	3288.786	2335.826	3314.633	2594.248	2010.913	2776.386	1703.851	1992.988	3823.271	1649.059	1608.985	2250.492	2862.339	553.009	444.538	2421.79	1104.588	2634.094	1798.867	1602.218	1860.401	189.075	2106.26	1497.81	1265.124	4756.081	1276.435	3992.083	4117.301	1387.065	2085.018	1174.813	3223.981	2355.287	141.287	1761.193	1575.805	2205.892	1807.395	1373.943	2207.987	440.118	480.287	1302.071	2531.056	1906.447	1293.085	2055.858	1981.749	4121.443
6.3.4.21	6162.735	6146.813	4762.521	6841.951	2674.507	3875.739	1888.78	1969.88	3684.93	2385.973	2388.167	616.687	1916.296	1873.132	3794.321	2587.353	5545.23	5498.661	2509.259	2158.382	2582.774	2688.75	4075.914	5148.812	6856.206	5907.664	4100.579	2347.706	1736.87	1316.9	3968.757	2945.722	6456.583	4281.164	3974.607	4935.228	567.583	1719.169	3559.939	1757.784	5665.293	5087.396	3633.573	3216.04	4621.614	2849.394	4351.111	3399.7	2808.322	1128.14	2960.864	3981.124	4185.205	4676.763	5243.191	6241.253	3645.267	4854.304	4883.514	893.806	1746.493	4193.148	5615.942	4660.305	5333.96
6.3.4.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.203	235.314	0	0	22.043	244.388	899.851	145.159	0	0	179.755	61.403	0	0	0	0	0	0	569.03	675.254	0	0	0	0	0	0	0	0	2619.44	2318.676	0	0	400.106	1332.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.3.4.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.41	267.392	0	0	20.844	220.362	859.654	157.265	0	0	172.63	54.604	0	0	0	0	0	0	466.292	430.421	0	0	0	0	0	0	0	0	1960.148	2380.274	0	0	370.242	1193.405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.3.4.3	6291.978	7171.581	4817.605	5860.426	3964.063	3288.724	2802.259	2625.073	3685.956	2352.432	7968.885	1066.265	2881.029	3018.012	4470.028	3688.633	6094.855	6531.478	3600.641	3285.682	3351.607	2915.634	4291.251	6051.852	5323.228	5379.256	3111.708	3230.636	2236.738	2077.379	4271.162	3758.766	6625.753	4371.083	3615.475	5436.413	2153.828	3888.05	4128.357	2422.097	1879.037	4200.239	4420.889	3728.734	4054.938	3538.749	4867.252	5400.961	3475.565	1725.783	3578.063	4715.952	2427.647	5417.704	3684.041	6330.066	3715.994	5149.724	3737.868	2393.712	2846.089	3395.347	4529.748	4343.651	2837.044
6.3.4.4	7742.963	6244.796	4403.43	7456.261	4702.766	4870.205	3699.813	3372.889	5302.603	3012.285	1416.853	757.306	4193.819	4424.408	5336.018	5038.866	6770.556	7182.564	4782.099	4323.22	4430.082	3643.769	5486.375	7321.831	7894.925	5697.963	5192.228	4871.631	2061.004	1843.125	5420.051	4035.852	7427.294	4816.018	4437.892	7165.508	1872.038	3816.533	4867.583	2790.078	7258.935	6932.395	6291.729	6226.269	5390.904	4460.144	5483.677	6332.997	3910.202	389.901	4496.676	5461.7	5689.902	5857.526	5147.026	7678.637	2492.925	5231.231	5125.061	2797.987	3186.219	4327.336	5728.417	7085.536	10148.659
6.3.4.5	4840.026	5653.467	3719.751	7432.973	3953.523	4151.651	1671.508	1147.939	3739.124	2495.766	1388.052	902.979	1759.14	1216.593	5486.937	4796.321	4926.583	5957.661	2374.39	2113.966	2950.79	2805.075	4568.821	5642.504	6259.679	4366.077	3057.146	1711.299	1502.935	1644.407	4556.209	3269.037	5941.262	4145.884	3836.434	5983.779	736.787	3932.355	3909.685	1694.962	9097.216	4234.214	6529.216	5680.244	5362.656	3534.19	4671.217	6104.625	1966.969	272.011	3432.316	5101.099	3712.814	4176.917	4458.249	6051.864	2885.793	6286.258	4291.97	284.131	2458.628	4342.508	5330.013	5899.4	8824.614
6.3.4.6	90.421	225.275	34.7	256.93	57.878	120.933	36.258	29.519	8.61	52.419	0	145.683	158.266	29.474	17.064	29.661	76.468	87.944	176.122	34.554	95.785	274.731	38.162	47.714	77.493	25.983	61.239	144.569	5.511	71.29	27.725	13.589	105.541	96.176	29.175	110.286	0	99.286	97.839	93.342	22.743	25.428	176.913	61.283	27.038	45.876	247.07	218.164	135.192	16.286	107.661	71.226	4.619	28.147	9.207	102.085	0	201.825	240.771	0	0	186.262	486.414	68.603	18.125
6.3.5.1	6305.328	4992.725	4263.601	6252.897	3672.806	3369.76	3950.659	3448.828	4038.065	2271.02	2263.589	802.427	4034.731	3413.899	4785.065	4117.274	6615.086	7626.802	4108.32	3466.691	3355.784	2765.8	4325.795	5979.522	6087.38	6002.594	4749.153	3748.865	1725.284	1313.659	4575.792	4091.2	5759.374	4528.988	4102.038	5772.836	595.318	3527.292	3816.882	2576.83	1932.801	6928.883	3678.657	3548.461	4891.018	4818.092	3621.037	4163.943	3845.946	1436.538	3681.529	4922.328	2912.589	4056.785	5561.485	6618.371	2345.901	6236.759	5090.067	2385.54	2894.661	4174.29	4934.617	3768.291	2425.225
6.3.5.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.846	0	0	0	0	9.941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.3.5.11	1827.416	1537.49	1501.194	1420.86	1121.794	919.757	1084.195	593.204	1256.546	885.614	248.293	0	1057.254	970.179	790.656	758.783	2574.155	2345.692	1710.817	1346.854	1718.739	1555.551	1884.884	2653.885	1470.166	1288.261	874.299	1961.062	480.398	318.376	1053.032	742.218	2123.218	1851.323	1667.408	2343.89	133.271	1944.321	1306.734	642.289	802.32	1925.395	3479.648	3544.179	440.915	658.604	1447.375	2225.037	878.232	62.972	1319.48	1316.216	818.71	1330.206	454.042	1277.511	297.768	1037.713	1192.758	640.286	771.973	877.519	1799.021	1583.533	1050.993
6.3.5.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.146	296.71	0	0	24.795	245.694	954.25	168.363	0	0	151.518	74.682	0	0	0	0	0	0	721.368	636.554	0	0	0	0	0	0	0	0	2355.251	2453.725	0	0	399.988	1173.967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.3.5.2	8023.331	7929.453	5027.624	7184.483	4782.876	4458.736	4726.227	5053.786	6102.118	3106.016	1506.067	756.991	4643.003	4678.936	5908.753	5805.211	6916.688	8033.03	4467.736	4965.789	6699.072	4314.296	6077.145	7989.646	8760.27	6199.361	6913.851	6599.911	1983.513	1693.617	6484.408	4578.447	9858.008	6333.163	5099.396	6857.079	932.595	4795.71	5628.966	3500.426	10062.797	6685.592	9195.849	10337.234	6191.451	5801.118	5979.841	8043.698	4801.38	521.527	4781.13	5539.787	5675.33	6804.956	6332.074	8174.704	3182.138	5202.78	5494.462	3665.108	4343.311	6308.604	6310.591	5908.102	8062.515
6.3.5.3	3797.81	3380.535	2830.443	4665.663	3055.279	2735.34	2906.433	3270.891	3029.018	1526.276	452.567	605.164	2652.141	3731.485	2953.668	4629.791	4856.121	5907.723	3106.438	3023.777	5591.908	2241.417	3284.786	4452.651	5019.11	3160.456	4315.166	3319.773	934.183	816.339	3613.592	2037.523	4855.846	4486.45	2781.081	4160.793	455.593	2968.349	3055.558	1965.015	8666.716	4063.215	9046.541	9712.532	1933.179	2756.441	2979.212	5975.556	3477.763	229.347	2564.225	2422.788	3504.811	3680.645	4386.373	4680.381	559.55	1493.496	3167.263	2292.35	2768.963	2661.024	3326.036	5741.437	9359.228
6.3.5.4	2540.174	2535.579	2478.364	3511.785	2013.09	2437.753	899.405	800.38	1757.409	1567.998	641.798	395.622	1028.126	1030.471	808.455	816.951	3402.798	3602.921	1810.275	776.946	1147.338	956.846	1671.324	2290.55	1900.426	2208.186	1355.649	2387.291	908.577	792.091	1778.02	1221.667	3015.084	2996.829	2117.272	3257.103	233.41	743.019	1929.068	1074.534	6290.901	2365.493	1366.759	1005.762	1832.196	1067.615	913.459	1484.677	1412.394	128.487	1713.851	1740.264	1556.559	2250.231	1110.334	3068.835	410.513	1353.164	2289.674	670.188	1394.225	578.902	2063.736	2500.5	4338.604
6.3.5.5	14169.164	13407.636	9505.958	14226.744	9258.619	8201.634	8200.388	8049.136	10624.526	5874.15	3678.47	1689.945	8919.468	8401.951	13068.694	11935.753	16211.089	16422.032	8211.239	7805.534	10110.564	7579.175	10755.112	13780.922	16772.022	12273.086	11539.596	9912.129	3533.773	3345.719	12322.74	8522.173	15697.415	11049.643	9247.843	14001.766	1717.159	9490.5	10763.398	6442.996	18919.609	11775.112	13438.422	12492.445	10695.869	10831.491	11453.04	14459.234	9743.968	678.122	9819.602	11663.874	9699.742	39445.255	11896.928	15987.853	6690.408	10329.134	10693.058	7159.282	7759.493	8947.954	11463.052	12401.142	16493.565
6.3.5.6	86.39	112.873	0	26.003	224.65	473.769	66.876	97.728	228.183	36.48	0	0	102.045	64.422	0	50.285	80.311	41.479	71.111	157.983	44.256	113.137	63.868	84.588	60.507	98.629	23.32	40.796	0	7.752	72.759	229.627	54.936	36.397	52.139	14.589	18.645	135.337	71.129	157.628	34.829	159.387	33.071	0	34.016	73.768	36.31	39.794	435.666	0	14.419	15.822	0	0	11.275	317.749	137.57	90.098	0	0	30.897	78.66	22.708	59.034	101.135
6.3.5.7	4740.279	5157.514	3833.234	4828.552	3176.08	2623.425	892.373	492.419	2995.479	1891.584	3623.322	677.052	1112.961	808.412	3665.238	2976.135	3703.635	5111.434	1892.159	1609.097	2776.426	2359.036	2377.892	3428.175	5927.969	4781.105	3242.741	1244.481	1776.156	1827.968	3460.721	2707.506	4667.09	3272.526	3193.713	4954.635	1289.997	3428.793	3690.845	1464.387	1289.212	3958.826	5080.779	4588.865	3712.503	2340.111	4550.011	5982.974	2209.944	1320.361	2475.362	3042.425	3827.29	4497.684	4823.802	4772.392	3281.282	2518.828	3595.991	51.62	1750.781	3517.433	4001.109	2577.013	1851.926
6.3.5.8	72.322	75.352	0	54.185	57.929	56.349	25.857	13.099	0	0	53.346	0	0	0	18.688	50.283	325.9	442.351	0	0	32.676	25.413	12.097	9.778	17.348	33.317	0	0	40.847	32.988	193.861	82.902	292.118	254.79	184.012	94.33	0	17.114	0	0	0	0	39.807	13.467	7.583	0	7.924	11.979	10.666	0	255.264	276.292	7.337	70.483	155.173	187.747	0	0	0	0	12.083	5.682	184.148	14.525	30.698
6.3.5.9	176.69	48.875	26.963	181.854	47.927	120.517	0	0	0	0	5.476	43.057	0	16.345	47.373	0	48.589	85.316	0	8.955	49.307	38.188	16.504	28.007	170.763	56.894	0	0	21.721	28.46	152.635	24.704	88.251	52.349	51.717	142.173	38.807	15.114	59.902	34.431	54.655	113.071	187.194	92.808	47.166	29.23	12.754	41.884	0	22.582	26.128	54.56	501.242	154.26	23.972	218.319	44.434	32.533	101.049	49.458	140.352	59.488	217.933	13.47	18.968
6.4.1.1	655.471	647.664	974.156	594.802	479.289	1002.676	545.815	331.617	608.31	412.22	232.076	108.355	702.908	839.961	160.598	220.677	1306.888	1567.096	658.223	594.864	356.03	200.116	937.016	1561.859	641.668	590.303	456.387	1072.173	110.008	141.433	706.662	424.065	856.757	684.436	908.49	558.631	79.686	175.406	678.542	254.194	299.378	461.46	602.057	610.87	276.425	401.689	268.757	344.113	612.05	61.097	635.804	833.386	872.357	600.781	439.264	550.35	187.264	1397.234	691.222	537.931	900.029	678.923	1170.453	346.143	333.032
6.4.1.2	2125.834	3581.647	2449.139	4830.662	2103.573	2160.655	2800.084	3182.639	3376.941	1895.304	2115.056	224.124	2545.098	4007.674	1757.385	3157.832	5161.581	5203.632	1387.216	2200.049	3600.79	1681.063	3950.808	5117.847	3076.002	3057.171	3673.039	4496.387	967.311	776.396	3911.842	3011.283	6310.766	3954.063	3309.147	2513.451	1595.405	1398.04	2800.604	1666.431	8091.883	2410.005	4632.111	4034.536	4192.623	3372.902	1905.761	3713.88	5036.102	163.208	3261.791	2999.362	1356.066	2834.36	3180.727	4105.099	1608.134	1721.028	2825.767	2311.653	2765.868	542.992	3655.085	4382.963	7281.429
6.4.1.3	923.045	988.699	1993.985	301.336	504.071	846.968	1594.018	1771.912	1264.411	280.076	103.322	167.274	1466.341	1902.785	377.974	1882.905	502.778	782.686	829.836	1064.745	1461.97	411.869	1371.539	1603.645	982.06	1140.351	1748.536	1938.927	144.608	170.363	1239.638	1168.87	802.655	341.891	970.825	437.779	128.147	235.294	676.047	1035.088	472.689	804.112	312.134	779.079	885.012	1891.505	176.622	252.246	2680.382	119.589	624.351	812.954	775.428	1188.731	2265.082	1152.949	452.899	301.938	409.775	1208.159	966.922	502.971	564.739	420.973	317.394
6.4.1.6	5.403	10.817	0	9.005	6.137	0	0	0	0	0	0	0	0	0	0	0	0	25.015	0	0	0	0	8.567	0	6.495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.321	8.002	0	4.808	0	0	0	41.42	0	0	0	0	0	11.42	0	12.805	12.029	7.215	0	0	0	7.001	8.512	0	0
6.4.1.7	68.294	65.337	100.602	78.587	37.258	113.41	217.95	362.922	76.482	65.199	7.762	0	155.313	187.011	7.547	71.364	150.918	236.051	180.152	333.64	78.7	29.391	279.835	118.745	156.673	194.28	221.694	345.899	10.306	4.689	103.081	165.498	426.776	10.159	260.194	133.111	15.449	107.351	81.087	39.529	13.49	154.27	101.452	134.722	51.093	46.562	51.049	136.317	178.082	0	58.07	121.493	10.99	158.258	19.235	124.016	6.664	51.799	49.502	248.001	115.171	12.861	68.441	167.77	225.488
6.4.1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.635	0	0	0	0
6.5.1.1	0	8.536	0	18.676	0	14.683	14.612	0	21.917	43.98	0	0	0	0	92.363	289.028	0	0	24.374	258.954	876.15	130.38	0	10.155	153.616	57.457	17.172	0	0	4.949	11.106	0	531.6	421.608	52.835	22.519	0	0	0	0	92.915	75.209	1912.451	2140.868	7.569	13.45	354.631	1059.704	189.765	85.941	0	13.478	25.353	0	25.665	0	33.957	21.092	0	0	34.29	18.657	11.185	0	0
6.5.1.2	6816.732	6784.55	5500.513	7699.853	3934.559	3690.404	3389.067	2993.945	4706.952	2523.885	7599.278	1084.611	3367.921	3012.792	6433.478	5007.503	7387.363	7254.249	3955.969	3775.385	3686.001	3625.41	5201.137	6282.272	7704.83	5988.616	4403.835	3662.136	6736.276	8261.409	5446.795	4143.506	8244.885	7253.571	4103.105	5657.604	2035.07	4204.834	4419.871	2846.56	13466.836	5234.145	4486.63	4494.449	4713.023	4634.301	5282.452	5664.074	4172.115	1915.036	4943.438	5722.071	4665.954	5056.783	4592.97	7057.94	4052.407	5865.754	4442.423	3910.395	3349.679	3687.098	5173.022	7192.546	13105.729
6.5.1.3	0	0	0	0	0	0	0	0	0	0	0	18.351	0	0	5.09	15.28	0	0	0	15.711	0	0	0	0	16.349	38.725	18.397	6.137	0	0	0	0	21.38	17.363	0	0	20.324	0	0	0	8.162	10.226	0	0	0	0	0	19.399	0	4.755	10.201	0	0	0	0	0	0	0	22.457	0	0	0	8.095	0	0
6.5.1.4	32.205	0	0	478.872	0	0	0	0	0	0	0	0	0	0	47.203	179.562	0	10.872	0	5.236	34.112	88.57	193.923	12.598	342.188	63.599	34.773	0	0	0	183.834	5.376	163.364	12.227	0	0	0	0	12.276	23.163	4215.098	0	0	0	0	0	0	0	0	0	0	0	25.679	0	0	0	0	0	0	0	0	9.414	56.808	1324.663	2655.096
6.6.1.1	11.366	0	52.075	23.524	0	0	0	0	350.937	100.283	13.843	30.75	46.143	42.709	0	7.427	4.511	0	0	35.656	33.12	54.238	64.484	51.303	882.477	130.678	240.847	11.056	30.755	20.164	93.597	51.976	134.817	21.563	108.456	330.235	27.139	0	240.659	51.558	145.446	1049.519	284.933	220.571	61.002	59.534	100.457	51.988	11.67	25.743	47.585	67.597	138.244	246.851	10.346	11.515	0	0	386.592	60.468	80.571	824.633	410.129	120.211	50.832
6.6.1.2	22.319	60.172	25.503	44.782	86.378	87.615	0	0	0	0	16.167	111.291	7.843	7.804	55.832	230.56	15.174	33.335	35.224	201.406	803.259	148.257	0	0	247.268	140.744	70.411	347.264	0	7.38	6.902	20.529	476.63	466.884	8.26	80.968	72.589	0	7.381	18.574	18.89	25.158	1694.534	1855.928	9.459	7.428	331.209	1049.433	21.87	41.453	49.734	90.798	0	23.657	6.189	51.887	28.627	0	13.17	67.147	0	63.47	100.846	18.744	9.488
7.1.1.1	359.237	420.297	1349.612	398.675	0	0	129.664	4.588	346.701	94.107	8.615	60.126	121.627	14.522	138.4	473.665	38.164	182.652	9.99	10.646	61.56	168.205	249.04	266.115	1492.297	282.914	1348.613	128.417	137.935	36.579	420.487	95.382	105.81	15.906	506.616	545	91.921	82.359	555.066	57.725	408.446	1041.327	274.028	229.986	304.672	184.598	103.696	113.904	125.24	40.878	41.783	76.5	1776.232	1002.62	1776.936	649.755	357.038	265.296	528.21	0	0	1091.787	644.924	926.523	1890.261
7.1.1.2	0	6.547	6.769	20.839	0	8.297	0	0	0	13.035	0	31.825	0	0	0	0	0	0	106.425	2546.73	0	0	0	0	0	0	0	0	150.097	77.528	5.953	0	0	0	0	0	17.382	301.125	0	0	0	0	0	0	0	0	0	0	0	53.917	0	0	0	0	5.556	0	0	21.208	136.803	0	0	4.082	37.53	0	0
7.1.1.3	6.643	0	0	13.918	0	0	9.367	0	0	0	0	0	0	0	7.211	19.365	0	1.961	0	0	4.924	8.451	6.013	5.96	19.424	6.333	4.624	0	0	0	19.002	0	6.695	0	0	0	0	0	0	2.059	118.084	0	0	0	0	0	0	0	0	0	0	0	6.282	0	0	0	0	0	0	0	0	0	4.42	18.055	210.227
7.1.1.7	1000	0	0	4522.306	0	0	118.868	1000	0	0	0	0	0	0	0	4348.958	0	18.519	0	333.333	41.667	2500	1243.38	2.952	7157.84	2125	1000	0	0	0	3200.904	0	5374.326	0	0	0	0	0	0	1000	72978.756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	1111.111	11758.892	50564.056
7.1.2.2	17412.949	17208.25	16093.147	19442.84	11608.789	10633.028	8314.198	7746.464	12324.34	8585.427	2698.47	2256.766	8947.137	8670.554	11769.7	10270.231	17853.449	21782.989	9420.499	8831.207	9897.738	9294.652	14156.195	19121.148	18264.184	15079.561	11503.835	11310.256	5153.687	5016.88	13611.903	8112.646	13501.858	10541.681	13758.888	18841.564	2101.995	12005.622	12606.777	6823.383	8818.118	16273.486	14981.908	12511.293	9621.544	10312.97	13114.447	14862.792	9593.386	768.327	12599.225	14713.088	10941.583	14246.236	12227.992	20225.634	7163.611	14418.095	16074.904	6857.878	8152.775	11014.338	16474.082	15569.981	11737.077
7.1.3.1	11.106	23.148	0	0	7.937	12.694	17.476	19.028	64.722	31.257	28.846	99.136	18.55	9.791	34.362	17.916	0	0	0	0	33.867	109.484	269.926	13.617	80.164	134.446	0	7.255	81.313	566.626	117.141	51.806	0	0	14.842	47.459	37.021	19.981	41.772	12.153	60.7	121.779	19.504	227.077	25.361	54.273	12.638	0	0	151.554	9.542	0	0	0	10.577	20.066	250.438	119.008	0	0	113.489	187.17	14.26	0	0
7.2.1.1	7757.262	3097.062	2164.153	1965.191	1575.638	2826.701	13995.696	14630.525	3845.946	97.048	47.456	0	13632.205	12318.033	1805.33	4869.47	1095.61	1583.607	7187.991	8695.987	9166.111	3683.969	4822.016	7780.777	4418.998	5202.296	10441.46	12745.505	900.273	567.88	3877.821	6218.431	5261.167	457.911	2312.276	508.838	142.658	764.789	3702.171	5453.325	1933.382	6243.668	956.825	4676.43	4196.396	8913.53	72.276	645.337	8887.035	345.431	3068.371	2780.722	4319.116	4469.706	6875.747	8489.948	434.284	290.053	332.408	14224.297	3949.04	213.391	1555.041	1046.44	3920.256
7.2.2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.678	0	0	0	0
7.2.2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.968
7.2.2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.517	9.986	2364.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.2.2.8	0	0	0	6.74	0	0	0	0	0	0	0	0	0	0	1.665	3.423	0	0	0	0	0	2.628	5.278	0	5.214	0	0	0	0	0	2.65	0	0	0	0	0	0	0	2.532	0	49.584	0	0	0	0	0	0	0	0	0	0	0	1.823	0	0	0	0	0	0	0	0	0	1.998	15.794	37.955
7.2.4.1	0	0	0	9.245	0	0	51.822	18.598	0	0	0	0	141.821	40.81	20.535	20.33	10.188	15.927	33.518	40.297	18.717	51.039	113.818	100.371	8.127	0	17.722	117.935	0	8.572	7.425	0	0	0	79.66	0	0	0	0	0	0	23.09	34.1	346.554	0	14.035	0	0	0	0	0	0	0	6.58	0	0	12.19	25.942	0	33.572	161.643	0	0	0	17.654
7.2.4.2	3499.521	2720.445	1877.027	3807.318	1470.38	1774.489	669.461	249.265	1135.682	1381.535	514.375	119.187	1014.592	874.745	3670.922	1111.233	3090.941	3364.08	975.687	707.065	1561.888	1509.647	927.108	854.794	3538.061	3351.009	755.497	1057.454	901.839	639.019	987.321	584.377	2509.063	2366.57	1434.415	2820.99	279.672	803.057	1368.603	598.983	766.825	1864.054	1495.502	1550.622	495.9	1156.687	3807.832	2648.287	862.018	108.409	1388.072	1803.619	819.27	1468.433	1218.222	2511.211	1724.347	1342.275	1839.209	58.181	633.68	169.808	1965.747	1704.378	1193.265
7.3.2.1	5070.744	5539.66	4230.632	6453.123	4557.343	3483.959	2454.548	2779.799	5139.395	2590.632	1618.604	682.689	2602.417	3239.788	4681.942	5643.383	7026.115	8143.555	2390.104	2973.945	3809.128	3283.242	4187.997	5760.377	5787.964	4456.995	4910.345	3774.835	1594.483	1521.79	6249.201	3487.541	6782.759	5553.352	4386.891	7765.958	730.011	5298.395	4969.112	2578.003	2356.166	5803.524	6914.102	6660.684	5437.725	4916.643	3152.666	6110.823	3312.746	355.938	4310.775	4935.613	5376.173	5451.376	5966.755	7913.271	2125.925	5030.771	5014.661	2484.396	3549.166	4399.216	5432.093	4640.72	2888.906
7.3.2.2	386.35	603.089	0	428.485	217.189	259.488	164.564	73.867	115.844	102.832	35.02	13.318	173.053	210.933	146.723	180.858	132.6	147.317	219.333	354.562	212.759	396.323	477.896	201.201	359.945	353.935	59.766	487.227	136.135	79.186	324.951	148.384	301.09	723.319	234.006	238.802	17.368	294.762	265.723	295.978	2371.977	310.943	391.553	1144.342	102.107	165.404	958.233	526.014	219.977	24.959	499.131	473.485	0	117.434	31.612	290.89	286.083	2199.051	145.341	76.135	221.022	599.862	270.113	937.087	1782.592
7.3.2.3	10.517	0	0	85.763	0	0	23.996	0	0	0	0	0	0	0	28.458	64.821	0	0	0	0	3.453	44.844	54.808	0	12.579	0	3.035	0	0	0	43.44	0	32.629	0	0	0	0	0	16.114	0	829.444	7.36	0	0	0	0	0	0	0	0	0	0	0	0	5.274	0	0	0	0	0	0	0	13.409	367.523	1112.973
7.3.2.5	6.577	0	0	94.525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.674	20.546	57.197	0	61.976	8.034	10.917	0	0	0	22.537	0	82.214	4.66	0	0	0	0	0	0	1367.666	0	0	0	0	0	0	0	0	0	0	0	6.244	0	0	0	0	0	0	0	0	2.322	17.664	26.598	123.464
7.4.2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.459	0	0	1.59	0	20.365	0	0	0	0	0	0	0	0	0	3.164	0	0	0	0	0	0	0	3.525	0	10.327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.578
7.5.2.1	0	0	0	67.728	0	0	0	0	0	0	0	0	0	0	0	32.017	0	0	0	0	14.347	0	37.133	7.182	54.672	5.534	16.537	0	0	0	17.479	0	0	6.705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.068	1.361	0	0	0	0	0	0	0	2.564	9.248	187.125	526.781
7.5.2.4	0	24.729	9.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.481	0	0	0	0	0	0	0	0	5.538	0	0	0	21.435	0	0	0	8.723	0	0	0	0	0	0	0	8.789	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.5.2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.835	0	0	0	0	0	8.068	0	0	11.232	6.245	2.24	8.102	0	0	0	0	0	41.637	0	0	0	0	0	0	0	46.121	0	0	0	0	0	0	0	0	0	0	0	1.663	0	0	0	0	0	0	0	0	1.72	1.949	28.361	67.94
7.6.2.1	0	0	0	0	0	0	0	0	0	0	0	20.408	0	0	0	0	0	0	0	39.982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.6.2.2	7.909	0	0	0	0	0	25.13	0	0	0	0	0	0	0	16.524	55.528	0	15.324	0	0	1.613	53.51	4.848	0	4.061	1.941	2.133	0	0	0	134.34	0	4.382	0	0	0	0	0	26.795	0	88.848	0	0	0	0	0	0	0	0	0	0	0	3.226	0	0	0	0	0	0	0	0	2.204	0	284.541	1014.344
7.6.2.5	4.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66	0	0	2.588	3.027	3.908	0	0	0	1.908	0	0	0	5.105	0	0	0	0	0	0	0	0	0	708.142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.649
